application_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education,applicant_street_address,applicant_city,applicant_state,applicant_zip_code,applicant_phone_number,applicant_email_address,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number,next_of_kin_full_name,next_of_kin_relationship,next_of_kin_phone_number
USLW-APP-20240526-589,2024-05-26,Personal,11481.0,Education,26.0,286-42-8215,Rachel Glover,1998-11-05,Male,Single,Doctorate,501 Kimberly Prairie,East Justin,South Dakota,5854.0,100096563470705,jennifer05@jones.com,Salaried,Bentley-Chavez Corp.,8.0,22234.0,18392894.0,Kimberly Harvey,Spouse,7140009850
USLW-APP-20240712-336,2024-07-12,Small Business,201281.0,Startup Costs,33.0,770-13-6750,Mrs. Tracy Case DVM,1964-01-10,Other,Separated,Master's Degree,61795 Kelly Streets Apt. 816,North Carrie,Ohio,71376.0,37620593422920,ortizjulie@gmail.com,Self-Employed,"Baird, Jimenez and Jackson LLC",13.0,14935.0,36449910.0,John Olsen,Sibling,00185924821609925
USLW-APP-20241128-267,2024-11-28,Small Business,104984.0,Startup Costs,41.0,215-66-2637,Justin Mejia,1960-11-12,Male,Separated,High School Diploma,9431 Curry Extensions,Timothychester,Wisconsin,63536.0,0013854726245231,alexandra40@hill-powell.com,Hourly,Glass Ltd Corp.,30.0,29279.0,36408663.0,Alexandra Simon,Parent,189754397981577
USLW-APP-20240609-145,2024-06-09,Small Business,337582.0,Equipment Purchase,44.0,781-11-7094,Brandy Richardson,2002-11-08,Other,Widowed,Master's Degree,484 Alvarado Ville,East Meganstad,California,53725.0,1880787359175706,vmosley@thomas.org,Salaried,Horne-Lamb Corp.,17.6,14298.0,87376595.0,Robert Jimenez,Sibling,1621286789868137
USLW-APP-20240615-238,2024-06-15,Mortgage,594636.0,Home Purchase,272.0,314-70-4709,Ryan Cameron,2005-07-06,Male,Divorced,Doctorate,49278 Lowe Vista,Faulknerport,Oregon,8430.0,7472769496,anneparks@raymond.org,Salaried,"Green, Simpson and Burton Corp.",25.1,7846.0,32544592.0,Ashlee Cox,Parent,93485847345706
USLW-APP-20240913-968,2024-09-13,Mortgage,943532.0,Refinance,217.0,794-45-9133,Jonathan Kirk,1969-03-29,Other,Divorced,Associate's Degree,54143 Woods Junctions Apt. 073,Castroport,West Virginia,57866.0,0099165088794,anna09@wells-rodriguez.com,Self-Employed,Campbell-Hughes LLC,11.5,23262.0,86072913.0,Sergio Reese,Friend,122780876900116
USLW-APP-20240702-674,2024-07-02,Mortgage,152501.0,Refinance,262.0,279-44-3400,Luis Shah,1990-12-27,Male,Divorced,Some College,130 Justin Spur Suite 488,West Karenmouth,Hawaii,43816.0,00152435109262072,chrisallen@hernandez-johnson.com,Salaried,Collins Group Corp.,20.8,2560.0,29272194.0,Alicia Owens,Friend,37795614750118
USLW-APP-20241023-373,2024-10-23,Mortgage,552163.0,Refinance,265.0,155-05-2540,Francis Weaver,1955-10-14,Male,Widowed,Master's Degree,21340 Wiggins Orchard,North Deniseborough,Rhode Island,65185.0,601119857909280,dodsonveronica@gmail.com,Self-Employed,Simmons Ltd LLC,6.4,16198.0,45014802.0,Matthew Tucker,Sibling,001421134393637566
USLW-APP-20240607-260,2024-06-07,Personal,21080.0,Home Improvement,55.0,656-40-4097,Brian Riley,1953-08-05,Other,Single,Some College,6092 Ruiz Islands Apt. 931,East Judith,Vermont,4529.0,0616420286,hblack@yahoo.com,Salaried,Bird-Smith Corp.,20.4,10565.0,82632603.0,Mr. Jack Hamilton Jr.,Spouse,9434045383
USLW-APP-20250307-473,2025-03-07,Small Business,406446.0,Working Capital,47.0,107-52-4683,Jennifer Sanders,1955-03-13,Other,Married,Associate's Degree,524 Schwartz Road Apt. 867,North Hannahland,Arkansas,47245.0,37941943883149,sullivanlisa@hotmail.com,Salaried,"Nguyen, Walker and Green Corp.",16.6,26454.0,39216522.0,Benjamin Jones,Sibling,3977274677566
USLW-APP-20240609-215,2024-06-09,Personal,23520.0,Home Improvement,46.0,122-79-7190,Daniel Leach,1986-04-26,Female,Divorced,Master's Degree,3507 Abigail Squares Suite 764,New Julie,New Mexico,73395.0,0017111184140183,nancybonilla@reyes-smith.com,Salaried,Owens LLC Corp.,16.6,19696.0,121479167.0,Matthew Gutierrez,Parent,6721437212
USLW-APP-20240926-191,2024-09-26,Small Business,225543.0,Equipment Purchase,54.0,802-63-9564,Jodi Costa,2002-10-29,Male,Divorced,Some College,23082 Boyd Plaza,Theresamouth,Alaska,5626.0,0012957574983,aholt@turner.com,Salaried,"Potter, Robinson and Wilson Corp.",1.3,8565.0,128950537.0,Elizabeth Bishop,Sibling,8636485044
USLW-APP-20240807-312,2024-08-07,Small Business,246346.0,Inventory,78.0,064-93-8151,Victor Lambert,1963-11-16,Other,Married,Some College,9534 Richards Road Apt. 133,New Danielle,South Dakota,93799.0,11345526292,hailey67@warner.com,Salaried,Rollins-Robinson Corp.,13.8,20991.0,23856972.0,Gregory Fletcher,Spouse,9196864027
USLW-APP-20240825-537,2024-08-25,Personal,15433.0,Home Improvement,29.0,866-68-3641,Craig Barton,1952-03-30,Female,Divorced,Doctorate,16287 Moore Plains Suite 297,North Michelle,Oregon,76903.0,2380380476,millerdaniel@yahoo.com,Self-Employed,Gilmore LLC LLC,4.8,18211.0,86003241.0,Selena Hall,Parent,5294824478
USLW-APP-20241130-106,2024-11-30,Small Business,468189.0,Equipment Purchase,37.0,210-15-1009,Mrs. Mary Page,1996-12-08,Other,Single,Doctorate,30281 Gill Ways,Lake Tracy,Connecticut,4553.0,7128250223,jaredfisher@yahoo.com,Hourly,Gillespie Inc Corp.,29.5,12443.0,65895331.0,Marissa Sullivan,Parent,178213893194657
USLW-APP-20240504-995,2024-05-04,Mortgage,971016.0,Home Purchase,279.0,530-16-1320,Jennifer Davis,1981-08-10,Other,Divorced,Some College,020 Powell Run,New Benjamin,Rhode Island,36916.0,5520253292,davidpowers@yahoo.com,Hourly,Lee PLC Corp.,15.4,19291.0,110628000.0,Nicholas Travis,Parent,1407412317
USLW-APP-20250225-557,2025-02-25,Small Business,458962.0,Equipment Purchase,80.0,424-71-3453,Eric Willis,1981-08-13,Other,Widowed,Associate's Degree,8426 Waters Divide,Port Mariefurt,Nevada,70164.0,9495066396,jordanmichael@alvarez.com,Self-Employed,Garner Inc LLC,2.8,20344.0,103716725.0,Jeremy Thomas,Parent,147022372855552
USLW-APP-20240429-691,2024-04-29,Mortgage,285541.0,Refinance,240.0,621-08-8166,Alex Mcguire,1952-04-17,Male,Separated,Some College,17662 Brennan Well,New Alexisfurt,Wisconsin,34929.0,9816549660,kelly59@hotmail.com,Self-Employed,"Austin, Duncan and Garcia LLC",2.1,11894.0,93476117.0,Philip Price,Sibling,61529020973289
USLW-APP-20250306-735,2025-03-06,Personal,11113.0,Other,16.0,850-78-4846,Raymond Cruz,1953-06-20,Male,Widowed,Master's Degree,27927 Richardson Mountain,Lake Kimberly,Vermont,46588.0,617649729119844,twilliams@kim-quinn.biz,Salaried,"Hernandez, Crane and Cuevas Corp.",1.5,6512.0,10012389.0,Brooke Sanders,Friend,0016329036358
USLW-APP-20250214-954,2025-02-14,Mortgage,818167.0,Refinance,318.0,333-18-3200,Laura Byrd,1964-12-03,Female,Widowed,Some College,86896 Ashley Islands,Port Anastad,Nevada,27919.0,942930899230617,wyoung@yahoo.com,Salaried,Whitaker Group Corp.,22.3,18943.0,100253618.0,Janet Schultz,Friend,3761843622
USLW-APP-20250324-854,2025-03-24,Personal,10850.0,Debt Consolidation,47.0,537-37-4102,Ralph Anderson,1980-06-04,Other,Separated,High School Diploma,25467 Martin Crossroad,Amberland,Hawaii,21427.0,1461835373,djackson@brown.com,Salaried,Scott LLC Corp.,4.3,14099.0,37298827.0,Jamie Mcmahon,Parent,6818267399868
USLW-APP-20250318-543,2025-03-18,Personal,6010.0,Other,21.0,837-56-9529,Tyler Moore,2004-06-19,Female,Married,Master's Degree,936 Wu Island Apt. 480,North Jessicahaven,Vermont,65667.0,0018251840982,amberdavis@gmail.com,Salaried,"Burns, Fisher and Thornton Corp.",2.1,26717.0,118447681.0,James Rodriguez,Parent,58739855641464
USLW-APP-20240810-611,2024-08-10,Auto,19993.0,Refinance,27.0,625-57-2024,James Herrera,1989-06-08,Other,Divorced,Some College,723 Mercedes Square Suite 583,East Shariport,Texas,40380.0,157702823691183,hermanalexis@yahoo.com,Hourly,"Santos, Dodson and Allison Corp.",5.4,9649.0,55466314.0,Jeffrey Ross,Spouse,8059455913
USLW-APP-20240630-688,2024-06-30,Personal,6989.0,Debt Consolidation,34.0,209-41-5132,John Davis,1990-09-17,Female,Married,Associate's Degree,9996 Kenneth Rest,Lake Kathleenbury,Texas,40492.0,0010301575207082,thomassullivan@fernandez-soto.com,Salaried,Hughes-Bowers Corp.,14.7,19602.0,34828915.0,Jeffrey Williams,Sibling,362555490570931
USLW-APP-20241104-850,2024-11-04,Auto,72769.0,New Car Purchase,33.0,153-13-2548,Daniel Guerrero,1985-02-19,Other,Married,Master's Degree,09378 Herman Tunnel,Hernandezland,Oklahoma,14759.0,3097055803,jeff39@yahoo.com,Salaried,Mcpherson LLC Corp.,28.2,21620.0,72380114.0,Jennifer Jones,Parent,00190231116035740
USLW-APP-20240626-279,2024-06-26,Auto,42745.0,New Car Purchase,38.0,665-27-6837,Diane Orozco,1992-10-20,Other,Separated,Doctorate,4881 Diaz Isle,Mckinneyburgh,Nebraska,30512.0,0411111765,phillip85@moore.com,Salaried,"Herrera, Smith and Mcdonald Corp.",0.9,21897.0,110610542.0,Victoria Clark MD,Parent,1417901344762944
USLW-APP-20240922-931,2024-09-22,Personal,18861.0,Education,17.0,689-63-6379,Heather Davis,1994-08-18,Female,Separated,Bachelor's Degree,97023 Elizabeth Route,South Jenniferville,Kansas,44010.0,73443712467295,murraysierra@hotmail.com,Salaried,Jones-Perkins Corp.,29.5,21952.0,95011619.0,Kristine Sullivan,Sibling,9288844688
USLW-APP-20240618-637,2024-06-18,Small Business,189506.0,Expansion,81.0,663-35-8531,Russell Morales,1949-04-21,Other,Married,Doctorate,06085 Brandon Land Apt. 483,Jenniferville,Oregon,36581.0,9179381081,flowersmolly@perry-roberts.com,Hourly,Wright-Yang Corp.,21.3,8250.0,18938724.0,Ashley Sexton,Sibling,00168501733280626
USLW-APP-20240412-852,2024-04-12,Auto,57336.0,New Car Purchase,71.0,679-01-7491,John Hogan,1983-05-05,Other,Separated,High School Diploma,92941 Willis Unions,Port Jessica,Nevada,1565.0,704596543580886,carrieray@yahoo.com,Salaried,"Rowland, Smith and Mendez Corp.",10.6,19743.0,77785552.0,Travis Martinez,Spouse,4696721388
USLW-APP-20241217-233,2024-12-17,Personal,44078.0,Vacation,42.0,115-30-4972,Paul Turner,1958-08-01,Other,Single,Bachelor's Degree,00763 Kimberly Vista,East Jenniferview,Florida,93299.0,001548609195217490,lynchjonathan@walters.biz,Salaried,Clark PLC Corp.,13.8,5771.0,31411626.0,Daniel Lozano,Spouse,13427524977781
USLW-APP-20241115-302,2024-11-15,Personal,17417.0,Debt Consolidation,28.0,104-84-0005,Daniel Chen,1979-04-13,Other,Single,Associate's Degree,441 Joshua Meadows Suite 140,New Justinstad,South Dakota,29003.0,5991214367249,wparker@gmail.com,Hourly,"Foster, Green and Harris Corp.",0.9,17880.0,112499185.0,Amanda Moreno,Sibling,770770919432886
USLW-APP-20250213-651,2025-02-13,Small Business,276591.0,Equipment Purchase,62.0,239-78-1197,Dominic Francis,1988-07-18,Female,Widowed,Some College,738 Barnes Greens Apt. 958,Brownfort,Kansas,30116.0,2315077304488,lsmith@johnson-orozco.com,Salaried,Hicks Group Corp.,26.8,9722.0,101307288.0,Jerome Smith,Friend,001100696339966717
USLW-APP-20250313-889,2025-03-13,Small Business,117285.0,Inventory,32.0,633-93-3166,Michael Kelly,2004-02-06,Male,Single,Bachelor's Degree,198 Barry Rapid,Dennisbury,Texas,29325.0,671704045246204,jmitchell@lee-fitzgerald.com,Salaried,May-Wood Corp.,22.9,22646.0,12186255.0,Thomas Jackson,Parent,0527322136501
USLW-APP-20250115-693,2025-01-15,Personal,6095.0,Vacation,27.0,350-83-1017,Elizabeth Hall,2002-12-18,Female,Single,Master's Degree,9974 Kathleen Viaduct,East Troy,Virginia,64336.0,23152718358823,ejohnston@mullins.biz,Salaried,"Turner, Martinez and Russell Corp.",20.7,3758.0,19252784.0,Robert Khan,Parent,4709362801
USLW-APP-20241221-394,2024-12-21,Personal,2617.0,Home Improvement,20.0,429-30-1129,Diana Gonzalez,1970-05-17,Other,Divorced,Bachelor's Degree,76401 Hart Crossroad Suite 935,Paulastad,Montana,15905.0,1999561552267601,claypamela@sharp.com,Salaried,Butler-Rosales Corp.,23.6,5833.0,94866001.0,Shane Jones,Parent,9167615866
USLW-APP-20240519-235,2024-05-19,Small Business,107480.0,Equipment Purchase,44.0,014-59-1964,Andrea Chambers,1983-08-27,Female,Widowed,Associate's Degree,593 Juan Shore Suite 622,East Christopherhaven,North Carolina,62777.0,8989200675,stephanie32@hotmail.com,Hourly,"Rubio, Sanchez and Rodriguez Corp.",10.4,29512.0,84755724.0,Anna Hodges,Sibling,0017170109590
USLW-APP-20250211-524,2025-02-11,Small Business,239560.0,Startup Costs,38.0,290-24-0190,Carol Whitney,1978-02-07,Female,Widowed,Master's Degree,42138 Goodwin Mountain Apt. 511,Franklinbury,Alaska,2285.0,001514385001196797,odiaz@hotmail.com,Salaried,Oconnor-Payne Corp.,15.9,8726.0,103300445.0,Christopher Dixon,Friend,8513054171
USLW-APP-20241026-873,2024-10-26,Small Business,492171.0,Expansion,39.0,190-82-5194,Nancy Johnson,1951-05-10,Female,Separated,Associate's Degree,8367 Carrie Forges,Diazstad,North Carolina,75029.0,201060634937718,jonesdanielle@ortiz.info,Self-Employed,Hardin PLC LLC,1.9,20855.0,75673310.0,Bruce Cox,Sibling,9580815947
USLW-APP-20240704-244,2024-07-04,Personal,21727.0,Medical Expenses,52.0,036-58-7134,David Porter,1982-03-03,Other,Widowed,Bachelor's Degree,576 Johnson Crest Suite 081,South Matthew,Texas,90114.0,072774809452680,meredithgreen@gmail.com,Salaried,"Parks, Henry and Holloway Corp.",9.2,8471.0,14094099.0,Thomas Soto,Parent,14338290276308
USLW-APP-20240423-333,2024-04-23,Small Business,95393.0,Expansion,37.0,897-93-1770,Michael Chambers,1952-11-14,Female,Separated,Some College,1763 Kenneth Row Apt. 815,Hawkinsmouth,Florida,14444.0,19439685500119,brandi32@nelson.com,Hourly,Ashley PLC Corp.,13.6,10868.0,23643295.0,Miguel Wright,Sibling,0001663982
USLW-APP-20241201-896,2024-12-01,Mortgage,713141.0,Refinance,307.0,086-42-8745,Frederick Lee,1998-08-28,Other,Married,Bachelor's Degree,14172 Potter Cape,Sarahstad,Alaska,98854.0,15073699040,rlandry@shah.com,Salaried,"Hernandez, Madden and Murray Corp.",6.7,26575.0,108965924.0,Reginald Cannon,Parent,9628991232
USLW-APP-20250117-250,2025-01-17,Personal,35359.0,Medical Expenses,51.0,238-69-4440,Jacqueline Kirk,1997-03-20,Other,Divorced,Bachelor's Degree,07279 Kenneth Street,Tuckerbury,West Virginia,31403.0,1332221671540838,ajordan@hotmail.com,Salaried,"Ball, Palmer and Johnson Corp.",4.3,28507.0,95605892.0,Timothy Moore,Sibling,6543235521
USLW-APP-20240426-661,2024-04-26,Small Business,147232.0,Working Capital,34.0,653-45-5559,AMANDA MARTINEZ,1989-08-07,Other,Separated,Bachelor's Degree,38253 Dana View,Audreychester,South Dakota,1906.0,0357832988727,christina50@chapman-gomez.com,Salaried,Smith-Holt Corp.,25.9,14332.0,18993109.0,Fernando Parker,Sibling,1257322376
USLW-APP-20240818-459,2024-08-18,Personal,35684.0,Debt Consolidation,49.0,133-88-0467,Elizabeth Rubio,1998-05-26,Female,Married,High School Diploma,38435 Ruiz Burg,South Stephen,Washington,74161.0,173155384624984,tmiranda@sharp-mcintosh.com,Salaried,"Oneal, Schmidt and Patrick Corp.",7.7,26564.0,50863077.0,Barbara Gardner,Sibling,7624863892089
USLW-APP-20240707-338,2024-07-07,Personal,19487.0,Education,48.0,856-70-7631,Anna Johnson,2003-08-17,Female,Separated,Doctorate,35419 Turner Valleys Apt. 562,Lake Kristine,North Carolina,33478.0,0015879630267753,rachel26@hotmail.com,Salaried,"Weber, Wood and Manning Corp.",12.1,21705.0,65773372.0,Ashley Patrick,Parent,56337464541489
USLW-APP-20241129-638,2024-11-29,Personal,41606.0,Education,49.0,054-81-4272,Lauren Huffman,1980-04-25,Female,Widowed,Master's Degree,357 Young Parks Apt. 712,South Aaronchester,West Virginia,61797.0,2323324799,usummers@hotmail.com,Salaried,White-Allen Corp.,22.4,29473.0,76333882.0,Phyllis Ferguson,Sibling,8591937527247
USLW-APP-20240511-485,2024-05-11,Personal,5556.0,Debt Consolidation,31.0,291-77-5616,Lindsey Duran,1996-01-18,Male,Divorced,High School Diploma,84577 Fisher Port Suite 084,Craneside,Nevada,23239.0,2765288446,cjones@yahoo.com,Hourly,Weaver LLC Corp.,13.8,2937.0,96999727.0,James Morris,Parent,00121898969453369
USLW-APP-20240428-541,2024-04-28,Small Business,493761.0,Equipment Purchase,29.0,025-25-8892,Kelly Stevens,1967-04-13,Male,Widowed,Associate's Degree,11705 Meyer Fork Apt. 720,Lake Lisa,Hawaii,63166.0,148794378564067,gturner@mccullough-mccarthy.com,Salaried,Pugh-Holt Corp.,1.7,29559.0,98979774.0,Michael Martin,Friend,4056599118640
USLW-APP-20250106-437,2025-01-06,Auto,8004.0,Used Car Purchase,34.0,638-60-8534,NATALIE BURKE,1951-02-03,Female,Single,Some College,44465 Dawn Island,Wardport,Oklahoma,7882.0,00165716103731855,smithallison@harper.com,Self-Employed,Tapia-Williams LLC,14.9,5612.0,127600448.0,Katrina Murphy,Parent,14241891228180
USLW-APP-20250305-217,2025-03-05,Personal,32745.0,Vacation,41.0,004-14-3929,Michael Obrien,1952-02-21,Male,Single,High School Diploma,5786 Steele Flats,New Laurietown,Rhode Island,9219.0,333023546673438,brianna78@gmail.com,Hourly,Ramirez-Herrera Corp.,13.1,6658.0,80789558.0,Nicole Williams,Parent,546272197523189
USLW-APP-20240422-689,2024-04-22,Personal,21956.0,Debt Consolidation,40.0,257-76-3546,Tammy Gordon,1996-04-07,Other,Single,Master's Degree,712 Sarah Inlet,Colleenport,Wisconsin,65583.0,0944923930126,ryanperry@smith-estrada.com,Hourly,"Brown, Dominguez and Sanchez Corp.",0.8,10026.0,44378109.0,Randall Smith,Friend,5008170460049
USLW-APP-20240508-970,2024-05-08,Mortgage,282433.0,Home Purchase,206.0,850-77-3220,Jeff Turner,2000-11-02,Other,Separated,Associate's Degree,799 Daniel Vista,Silvaville,Ohio,29250.0,1759856277,ljohnson@gmail.com,Salaried,Garcia and Sons Corp.,23.9,2651.0,79584531.0,Lisa Green,Friend,7061156091
USLW-APP-20240506-621,2024-05-06,Personal,45894.0,Vacation,44.0,088-88-9800,April Bell,1976-08-16,Other,Separated,Doctorate,241 Nicole Ridges,North Theresa,New Mexico,72204.0,1710186097932714,vanessa02@hotmail.com,Salaried,"Williams, Kane and Thomas Corp.",20.8,8628.0,43182448.0,Susan Mcgee,Spouse,5825091397
USLW-APP-20250111-216,2025-01-11,Personal,28940.0,Home Improvement,34.0,300-96-4876,Thomas Sherman,1959-06-15,Male,Married,High School Diploma,3951 Tucker Island Apt. 821,New Samuelmouth,Wisconsin,4207.0,00104795346064627,carteralexandra@smith-reilly.com,Salaried,Graham-Collier Corp.,21.0,27961.0,12882025.0,Michael Wright,Sibling,40249099162524
USLW-APP-20250127-627,2025-01-27,Personal,39415.0,Medical Expenses,43.0,594-41-1447,Heather Lucas,1995-01-30,Other,Separated,Bachelor's Degree,7336 Mary Station Apt. 799,Samanthashire,California,86331.0,903123257829320,waynerice@carter-robinson.com,Self-Employed,Garcia-Molina LLC,1.5,20748.0,52093557.0,Melissa Miller,Parent,9648950894
USLW-APP-20240603-192,2024-06-03,Small Business,128815.0,Working Capital,82.0,456-54-7902,Michael West,1955-08-27,Male,Single,Doctorate,0050 Tyler Shoal,New Margaret,Wisconsin,74089.0,627738427484534,stephaniewilliams@ramos.net,Self-Employed,Martin Group LLC,8.1,19827.0,86013192.0,Debra Stewart,Parent,20709266492011
USLW-APP-20250309-154,2025-03-09,Mortgage,466600.0,Refinance,322.0,421-16-7381,Michael Macdonald,1970-09-14,Male,Married,Some College,8537 Rodney Track,Cooperview,North Carolina,86590.0,0012235842231,danielle28@hotmail.com,Self-Employed,Parker Inc LLC,11.7,12122.0,112107697.0,Joshua Travis,Spouse,74811037025402
USLW-APP-20240413-588,2024-04-13,Personal,46865.0,Home Improvement,58.0,865-05-1498,Michael Miller,2004-12-09,Male,Separated,Some College,8428 Brett Meadow,Johnfurt,Oklahoma,36652.0,00104354662681589,velasquezjohn@jones.com,Salaried,Delacruz-Adams Corp.,4.1,4709.0,88055695.0,Michael Boyd,Spouse,6643517546029
USLW-APP-20240920-905,2024-09-20,Personal,14329.0,Medical Expenses,46.0,818-24-0121,Christopher Smith,1964-07-15,Female,Married,Doctorate,26754 Justin Forges,Jenniferhaven,Illinois,76372.0,2690291282,shannon51@yahoo.com,Salaried,Mitchell Group Corp.,9.4,25380.0,113922428.0,Anthony Jones,Friend,780556889342931
USLW-APP-20241010-575,2024-10-10,Small Business,492864.0,Startup Costs,73.0,831-05-4193,Jeanette Alexander,1981-02-05,Female,Widowed,Associate's Degree,037 Melanie Meadows,Goodmanmouth,West Virginia,72211.0,9672114276,williamfitzgerald@long-diaz.info,Salaried,Liu and Sons Corp.,11.5,18139.0,100444333.0,James Lam,Parent,83494353923066
USLW-APP-20240909-352,2024-09-09,Personal,46197.0,Medical Expenses,17.0,648-70-7140,Kelly Weaver,1988-04-09,Male,Married,Master's Degree,440 Summer Field Apt. 887,Shahview,West Virginia,48642.0,24801633599585,lnguyen@harris-acevedo.info,Salaried,Curtis-Christensen Corp.,10.2,18137.0,47554043.0,Rose Mcfarland,Sibling,0397018517738
USLW-APP-20241019-297,2024-10-19,Mortgage,423423.0,Refinance,335.0,001-17-3241,Kevin Gross,2005-01-04,Female,Separated,High School Diploma,743 Marissa Trace Suite 273,Thomasland,Alabama,75543.0,084692068534061,plove@smith-jackson.com,Salaried,"Henry, Torres and Brooks Corp.",25.6,29835.0,101822828.0,Donald Drake,Parent,8635350350
USLW-APP-20250116-883,2025-01-16,Mortgage,939353.0,Home Purchase,246.0,581-58-4757,April Robbins,1990-09-28,Other,Separated,Some College,6822 Wong Common Apt. 627,Acostaberg,New Mexico,37096.0,198149719753524,ajohnson@gmail.com,Salaried,"Davis, Jones and Lewis Corp.",5.7,24454.0,129035655.0,Shelly King,Sibling,15732929861744
USLW-APP-20241005-811,2024-10-05,Personal,16407.0,Debt Consolidation,28.0,373-60-2715,Fred Carr,1987-03-12,Other,Married,Master's Degree,58027 Holt Circles Suite 376,East Jonathanmouth,Montana,42103.0,1117401773485744,lindapalmer@gmail.com,Salaried,Perez LLC Corp.,25.3,8955.0,48744810.0,Brian Flores,Friend,64014249257723
USLW-APP-20250313-511,2025-03-13,Small Business,376428.0,Startup Costs,72.0,286-52-5251,David Daugherty,1959-03-13,Other,Widowed,Some College,621 Frazier Forest,Nataliemouth,Connecticut,3778.0,9256358380,zrodriguez@leblanc.com,Hourly,Andrade-Bennett Corp.,14.5,28551.0,102102372.0,Stephen Howard,Sibling,2033293594
USLW-APP-20241024-917,2024-10-24,Mortgage,823968.0,Home Purchase,259.0,488-68-6706,Laura Morgan,1978-06-26,Female,Divorced,High School Diploma,27280 Hawkins Via Apt. 917,Alexandermouth,New Mexico,70819.0,367635103403535,fguzman@hotmail.com,Salaried,Scott PLC Corp.,10.6,8410.0,18824650.0,Brandi Walker,Spouse,18560258145916
USLW-APP-20250328-278,2025-03-28,Small Business,45873.0,Equipment Purchase,67.0,692-85-0018,Crystal Lynch,1968-05-23,Female,Married,Master's Degree,6964 Curtis Wells,Floreston,Colorado,35833.0,143314421657104,websterlauren@williams-perez.org,Hourly,Evans-Gomez Corp.,22.2,15956.0,111053182.0,Kristin Garcia DDS,Sibling,18098746232
USLW-APP-20250220-313,2025-02-20,Personal,44708.0,Home Improvement,46.0,046-49-2140,Julie Jones,1959-12-30,Other,Married,Bachelor's Degree,21898 Curtis Burgs Apt. 499,Cookehaven,Arkansas,26998.0,00119820428450361,gsawyer@mitchell.com,Self-Employed,Trujillo Ltd LLC,6.3,13476.0,24711472.0,Nicole Haas,Parent,3852298414049
USLW-APP-20240505-792,2024-05-05,Personal,37896.0,Vacation,50.0,880-13-8657,Brian Adams,1970-12-27,Other,Separated,High School Diploma,7454 Collins Forge Suite 319,North Laura,Alabama,42192.0,6084885072,jessicalewis@werner.com,Salaried,"Blankenship, Hoover and Crawford Corp.",21.8,8576.0,100148040.0,Leslie Stewart,Parent,6353320261
USLW-APP-20240831-636,2024-08-31,Personal,15950.0,Education,17.0,056-78-2582,Joseph Bush,1982-05-19,Male,Married,Doctorate,1683 David Stravenue,South Steve,Oregon,43446.0,2595347358,amber36@hernandez.com,Salaried,Johnson-Spencer Corp.,14.2,15770.0,72122534.0,Christopher Knapp,Parent,5176117686
USLW-APP-20240712-700,2024-07-12,Personal,22619.0,Vacation,30.0,859-09-5186,Sydney Romero,1972-04-28,Other,Widowed,Master's Degree,918 Burnett Course Suite 154,Lake David,Iowa,53888.0,919211211155898,tsummers@martin.org,Salaried,"James, Hernandez and Flowers Corp.",5.1,7746.0,106019296.0,Theresa Little,Friend,4804700382
USLW-APP-20250112-779,2025-01-12,Personal,1887.0,Education,57.0,020-76-0937,Jacob Norris,1961-06-23,Female,Divorced,Some College,4108 Higgins Skyway,New Brian,Alaska,19776.0,8610882260,hebertmallory@hayden-powell.com,Salaried,Jackson Ltd Corp.,18.7,13195.0,75202697.0,Jason Greene,Parent,72843891185166
USLW-APP-20240427-835,2024-04-27,Small Business,36103.0,Expansion,56.0,015-96-3332,Julie Spencer,1991-06-08,Male,Widowed,Some College,08779 Morris Orchard,West Sarahhaven,South Dakota,12736.0,4863583668,steventaylor@hotmail.com,Salaried,Daugherty-Gonzalez Corp.,23.9,8205.0,51709431.0,Austin Newton,Friend,7949672915
USLW-APP-20240413-275,2024-04-13,Small Business,345543.0,Expansion,59.0,707-90-5658,Todd Yu,1997-04-20,Male,Separated,Master's Degree,84782 Garrett River Suite 137,Ryanchester,West Virginia,58546.0,1328997479862324,caitlincisneros@gilbert.com,Salaried,Greene and Sons Corp.,17.4,2648.0,46595964.0,Stacy Larson,Friend,10016195442
USLW-APP-20250310-455,2025-03-10,Personal,8171.0,Vacation,53.0,870-54-1051,Thomas Owens,1963-09-10,Other,Divorced,Some College,80432 Mary Row,Josemouth,Wisconsin,29771.0,2357602834,mitchellcorey@brown-warner.net,Self-Employed,"Norton, Carey and Singh LLC",7.5,16233.0,28309372.0,Aaron Keith,Sibling,256555290398625
USLW-APP-20240805-596,2024-08-05,Personal,41807.0,Medical Expenses,30.0,361-12-2402,Robert Rice,1994-07-06,Female,Separated,Some College,82533 Jones Via,Lake Diane,Oregon,53115.0,55060833299810,suzanne95@smith-peterson.com,Salaried,Valdez-Mendoza Corp.,16.1,24056.0,50951947.0,Todd Jackson,Sibling,15565443658212
USLW-APP-20241126-841,2024-11-26,Small Business,439310.0,Inventory,67.0,523-48-4744,Donald Harrell,1975-04-18,Female,Married,Some College,632 Edwards Route,South James,Illinois,62571.0,8527633411,hicksbethany@schwartz.biz,Salaried,Guzman PLC Corp.,16.9,12177.0,93625447.0,Anthony Martinez,Spouse,089331218083574
