applicant_id,employment_id,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number
Ap371967,Em371967,Hourly,Chen-Hart Corp.,2.7,12969.0,68944836.0
Ap291232,Em291232,Hourly,Nixon and Sons Corp.,4.2,18599.0,49405271.0
Ap404119,Em404119,Hourly,Hoffman-Johnson Corp.,12.0,17576.0,25802102.0
Ap109540,Em109540,Salaried,Nunez-Garcia Corp.,8.5,15079.0,34672611.0
Ap640652,Em640652,Hourly,Wheeler LLC Corp.,24.6,5377.0,11972033.0
Ap497827,Em497827,Salaried,Sims Group Corp.,15.0,7096.0,24256636.0
Ap651951,Em651951,Salaried,Myers PLC Corp.,20.2,6542.0,115674729.0
Ap151991,Em151991,Salaried,Thomas-Terry Corp.,6.9,6640.0,10430013.0
Ap288751,Em288751,Self-Employed,Petersen Inc LLC,7.7,18899.0,26154299.0
Ap466326,Em466326,Salaried,"Contreras, Mosley and Hayes Corp.",15.8,26141.0,118722775.0
Ap786337,Em786337,Salaried,Lamb-Brewer Corp.,22.6,9847.0,37044356.0
Ap718992,Em718992,Salaried,Johnson-Cole Corp.,10.9,5343.0,69797024.0
Ap149115,Em149115,Self-Employed,Norman PLC LLC,13.1,16156.0,74058936.0
Ap453151,Em453151,Hourly,"Macdonald, Lee and Andrews Corp.",4.6,14043.0,91196622.0
Ap843583,Em843583,Self-Employed,"Williams, Harris and Jensen LLC",3.9,24051.0,52299940.0
Ap291962,Em291962,Salaried,Spencer-Hamilton Corp.,5.2,7490.0,99493152.0
Ap821747,Em821747,Self-Employed,Cisneros and Sons LLC,12.8,4534.0,46933380.0
Ap249143,Em249143,Salaried,"Weiss, Crawford and Hill Corp.",27.9,20978.0,48867548.0
Ap814635,Em814635,Salaried,Marks-Macias Corp.,29.7,15120.0,118452595.0
Ap636226,Em636226,Salaried,"Fisher, Cruz and Lewis Corp.",12.1,13027.0,53406499.0
Ap453824,Em453824,Self-Employed,Miller-Lewis LLC,3.3,12543.0,100413144.0
Ap104000,Em104000,Salaried,Garcia-Johnson Corp.,25.3,16679.0,73674382.0
Ap825948,Em825948,Salaried,"Allen, Mathis and Neal Corp.",13.7,23917.0,94557365.0
Ap987474,Em987474,Salaried,Costa Ltd Corp.,24.1,6808.0,81088122.0
Ap455754,Em455754,Self-Employed,"Sherman, Jones and Aguilar LLC",13.2,19983.0,30971617.0
Ap351492,Em351492,Salaried,"Christensen, Cardenas and Brown Corp.",27.0,19821.0,78032783.0
Ap990123,Em990123,Salaried,Graves-Huber Corp.,16.7,13786.0,62484402.0
Ap599522,Em599522,Salaried,Frye-Nixon Corp.,29.9,29398.0,76766132.0
Ap591072,Em591072,Salaried,Dickson-Shaw Corp.,6.2,3127.0,30487237.0
Ap138304,Em138304,Salaried,"Johnson, Hernandez and Martin Corp.",10.5,5364.0,112769022.0
Ap604999,Em604999,Self-Employed,"Gibson, Johnson and Perez LLC",18.7,6596.0,19308285.0
Ap431593,Em431593,Self-Employed,Christensen-Elliott LLC,9.3,13994.0,112101897.0
Ap707274,Em707274,Hourly,Stewart-Parker Corp.,22.6,26153.0,92167294.0
Ap251836,Em251836,Salaried,"Hall, Schmidt and Perry Corp.",3.8,6927.0,66701385.0
Ap208940,Em208940,Self-Employed,Chan LLC LLC,3.8,8337.0,86675750.0
Ap924926,Em924926,Self-Employed,Holland-Beck LLC,17.6,13747.0,61396847.0
Ap365517,Em365517,Salaried,"Myers, Brown and Hill Corp.",10.9,5755.0,68294133.0
Ap767521,Em767521,Salaried,"Johnson, Smith and Miller Corp.",0.5,15875.0,68870890.0
Ap721820,Em721820,Salaried,"Erickson, Fisher and Lee Corp.",8.1,19215.0,112752178.0
Ap979090,Em979090,Salaried,"Thomas, Johnson and Golden Corp.",13.6,27196.0,71142269.0
Ap485777,Em485777,Self-Employed,"Kelly, Howard and Stewart LLC",9.5,8815.0,45027077.0
Ap724674,Em724674,Self-Employed,Collins-Dixon LLC,4.5,10754.0,62956150.0
Ap651638,Em651638,Salaried,Silva Inc Corp.,29.4,22918.0,85985836.0
Ap717296,Em717296,Salaried,Garcia and Sons Corp.,28.9,11434.0,39480659.0
Ap980729,Em980729,Hourly,Thompson-Boyle Corp.,17.0,5593.0,103533869.0
Ap649639,Em649639,Hourly,"Adkins, Harris and Edwards Corp.",20.1,24780.0,113566790.0
Ap712956,Em712956,Salaried,"Vaughn, Ramirez and Brown Corp.",7.7,2185.0,90189119.0
Ap738873,Em738873,Salaried,"Martinez, Robertson and Barker Corp.",10.4,9233.0,112136781.0
Ap437497,Em437497,Salaried,"Bishop, Bond and Wood Corp.",23.9,4640.0,33543987.0
Ap307869,Em307869,Self-Employed,"Mcclure, Lutz and White LLC",9.9,15585.0,83742314.0
Ap165953,Em165953,Self-Employed,King PLC LLC,2.2,5096.0,84184861.0
Ap943890,Em943890,Salaried,Rodriguez-Morales Corp.,6.0,28603.0,109282444.0
Ap600328,Em600328,Salaried,Edwards PLC Corp.,21.7,14622.0,12435731.0
Ap906790,Em906790,Self-Employed,"Walker, Berry and Lewis LLC",12.8,23709.0,16212769.0
Ap103267,Em103267,Salaried,"Shaw, Dean and Harris Corp.",23.3,20546.0,102254466.0
Ap182745,Em182745,Self-Employed,Vargas-Freeman LLC,18.0,8393.0,81236893.0
Ap976020,Em976020,Self-Employed,"Hanson, Burgess and Medina LLC",7.4,12288.0,79467739.0
Ap924945,Em924945,Hourly,Montoya-Allen Corp.,6.2,19451.0,67619366.0
Ap257164,Em257164,Salaried,"Brown, Hawkins and Nguyen Corp.",2.2,14179.0,55955016.0
Ap635626,Em635626,Self-Employed,Stephenson-Dixon LLC,6.8,4199.0,43778564.0
Ap231484,Em231484,Hourly,"Lopez, Stephens and Morgan Corp.",21.2,29204.0,54855984.0
Ap631831,Em631831,Self-Employed,"Weaver, Duncan and Clark LLC",13.6,14153.0,83761531.0
Ap992323,Em992323,Self-Employed,Cole-Jensen LLC,18.5,15459.0,43641170.0
Ap160692,Em160692,Salaried,Wilson-Horton Corp.,6.8,4211.0,76695795.0
Ap320156,Em320156,Self-Employed,Rodriguez Inc LLC,15.8,6578.0,96232222.0
Ap323992,Em323992,Self-Employed,Miller-Medina LLC,6.7,11711.0,63947922.0
Ap616771,Em616771,Self-Employed,Reid-Barron LLC,14.4,8739.0,49318407.0
Ap930857,Em930857,Salaried,Wilson-Freeman Corp.,6.0,29575.0,50578906.0
Ap663044,Em663044,Hourly,Medina-Riddle Corp.,1.9,21992.0,100691212.0
Ap643176,Em643176,Self-Employed,Daugherty Ltd LLC,13.7,23773.0,42393335.0
Ap791095,Em791095,Salaried,Bentley PLC Corp.,13.0,11348.0,15180944.0
Ap933727,Em933727,Self-Employed,Miller LLC LLC,6.9,20677.0,17957984.0
Ap214352,Em214352,Hourly,Watson-Obrien Corp.,11.8,18933.0,15922995.0
Ap969474,Em969474,Salaried,Franco Inc Corp.,1.1,4598.0,16016295.0
Ap185999,Em185999,Salaried,"Garcia, Gross and Mercado Corp.",13.8,20326.0,52875306.0
Ap117955,Em117955,Salaried,"Smith, Quinn and Escobar Corp.",0.9,28279.0,33584771.0
Ap924273,Em924273,Self-Employed,"Rios, Garcia and Small LLC",17.9,18586.0,108663970.0
Ap170640,Em170640,Salaried,Wiley Ltd Corp.,15.0,24988.0,33430692.0
Ap296582,Em296582,Salaried,Garcia Group Corp.,9.6,16224.0,45205378.0
Ap844086,Em844086,Salaried,Herring PLC Corp.,11.2,29464.0,19202556.0
Ap500573,Em500573,Salaried,Lucas and Sons Corp.,8.4,16728.0,120673692.0
Ap525695,Em525695,Salaried,"Collier, Rice and Coleman Corp.",12.4,19700.0,10486342.0
Ap161476,Em161476,Salaried,"Brooks, Hanson and James Corp.",16.9,3542.0,120910041.0
Ap406955,Em406955,Salaried,Acevedo-Berry Corp.,1.5,12487.0,117762370.0
Ap267280,Em267280,Self-Employed,Hughes-Mercado LLC,11.8,4186.0,46055925.0
Ap775510,Em775510,Salaried,"Johnston, Rodriguez and Rodriguez Corp.",3.8,26401.0,24552291.0
Ap695468,Em695468,Salaried,Martin LLC Corp.,12.9,24676.0,26551287.0
Ap798646,Em798646,Salaried,Davis and Sons Corp.,20.5,15254.0,60595872.0
Ap737144,Em737144,Salaried,"Benton, Bowers and Knight Corp.",16.1,8960.0,47873753.0
Ap954882,Em954882,Salaried,Clark Group Corp.,0.8,15678.0,92173084.0
Ap514568,Em514568,Salaried,Knapp-Howard Corp.,10.7,16661.0,80412401.0
Ap286141,Em286141,Salaried,Trujillo PLC Corp.,16.7,29551.0,10986143.0
Ap998320,Em998320,Salaried,Shepard Ltd Corp.,24.2,18363.0,62577801.0
Ap734736,Em734736,Salaried,"Taylor, Doyle and Castaneda Corp.",2.0,13067.0,52550579.0
Ap638685,Em638685,Salaried,Shea-Mitchell Corp.,5.2,12111.0,39930963.0
Ap278031,Em278031,Salaried,Taylor Group Corp.,15.7,20694.0,55869542.0
Ap219180,Em219180,Salaried,Burns LLC Corp.,5.4,15591.0,25715736.0
Ap166234,Em166234,Hourly,Williamson PLC Corp.,7.9,23425.0,118123604.0
Ap664242,Em664242,Self-Employed,"Reyes, Torres and Shaw LLC",16.7,5068.0,87195420.0
Ap278352,Em278352,Salaried,"Carter, Erickson and Kim Corp.",10.5,22413.0,22913366.0
Ap179459,Em179459,Salaried,Ward and Sons Corp.,5.5,28454.0,62631048.0
Ap509995,Em509995,Salaried,"Foster, Robles and Brown Corp.",27.6,11903.0,55915344.0
Ap295004,Em295004,Self-Employed,Carey LLC LLC,8.0,9719.0,71959591.0
Ap566152,Em566152,Salaried,Guerrero Ltd Corp.,28.1,29393.0,29657476.0
Ap825256,Em825256,Salaried,Rivera-Luna Corp.,6.0,21188.0,65672101.0
Ap159163,Em159163,Hourly,Hawkins-Keller Corp.,27.9,8387.0,114076629.0
Ap575853,Em575853,Salaried,"Hill, Bowman and Turner Corp.",5.8,26482.0,91036410.0
Ap151934,Em151934,Salaried,Brown-Zamora Corp.,5.0,15256.0,86915782.0
Ap820255,Em820255,Hourly,"Perry, Fry and Knox Corp.",22.5,12122.0,129751214.0
Ap525523,Em525523,Salaried,Powell Group Corp.,21.0,29673.0,77247786.0
Ap940530,Em940530,Salaried,Gibbs Inc Corp.,15.8,8878.0,53430740.0
Ap554137,Em554137,Salaried,"Riley, Simpson and Jones Corp.",5.2,28825.0,52394696.0
Ap105486,Em105486,Self-Employed,Gibson PLC LLC,4.5,9575.0,95471932.0
Ap239407,Em239407,Salaried,Buckley and Sons Corp.,12.9,14685.0,14577561.0
Ap973332,Em973332,Salaried,"Fox, Rios and Garner Corp.",3.2,24696.0,49222357.0
Ap750308,Em750308,Salaried,"Price, Wilkins and Schneider Corp.",11.3,14645.0,59990873.0
Ap727083,Em727083,Self-Employed,Jones-Hill LLC,6.8,11271.0,123552228.0
Ap320184,Em320184,Salaried,White LLC Corp.,12.0,27954.0,55992859.0
Ap766490,Em766490,Self-Employed,"Mcdonald, Gallegos and Vincent LLC",11.0,10209.0,19217350.0
Ap449652,Em449652,Hourly,Jones-Lester Corp.,26.9,21996.0,110479424.0
Ap861315,Em861315,Salaried,Hill-Gonzalez Corp.,23.8,10819.0,13040206.0
Ap742612,Em742612,Salaried,"Jones, Jackson and Crosby Corp.",6.0,14422.0,22459406.0
Ap422710,Em422710,Self-Employed,"Mahoney, Lee and Meyer LLC",10.1,19908.0,81554863.0
Ap297775,Em297775,Salaried,Wolf and Sons Corp.,18.7,24788.0,74791170.0
Ap389336,Em389336,Salaried,Miller-Smith Corp.,26.7,12654.0,78736966.0
Ap887494,Em887494,Salaried,"Miller, Jones and Patel Corp.",7.7,20114.0,93133780.0
Ap708364,Em708364,Hourly,"Mendoza, Mcdonald and Oconnor Corp.",3.7,23155.0,104158191.0
Ap189780,Em189780,Self-Employed,Haynes Group LLC,12.5,13713.0,119606887.0
Ap252617,Em252617,Salaried,"Jones, Day and Brewer Corp.",16.3,11213.0,76855179.0
Ap645977,Em645977,Salaried,Floyd-Rivera Corp.,24.9,14104.0,77597627.0
Ap897606,Em897606,Salaried,Snyder Ltd Corp.,10.4,25611.0,60886523.0
Ap450605,Em450605,Self-Employed,Briggs-Jones LLC,2.4,12980.0,36893579.0
Ap989465,Em989465,Salaried,"Silva, Craig and Hammond Corp.",12.8,27166.0,98450950.0
Ap633636,Em633636,Salaried,Butler and Sons Corp.,6.5,8030.0,20309503.0
Ap138102,Em138102,Hourly,Osborne-Kane Corp.,8.1,7113.0,53611336.0
Ap174460,Em174460,Salaried,Johnson and Sons Corp.,26.0,21752.0,113470307.0
Ap464778,Em464778,Salaried,Carson-Ross Corp.,8.1,9106.0,72684519.0
Ap189930,Em189930,Salaried,Parker-Gutierrez Corp.,21.6,11633.0,86993306.0
Ap631089,Em631089,Hourly,Higgins-Barton Corp.,11.2,10268.0,69645794.0
Ap727438,Em727438,Salaried,Edwards LLC Corp.,6.2,5776.0,62804943.0
Ap827627,Em827627,Salaried,"Gordon, Gillespie and Rhodes Corp.",26.5,26746.0,119318230.0
Ap279208,Em279208,Self-Employed,Moses PLC LLC,15.9,17876.0,21071843.0
Ap254697,Em254697,Salaried,Morris-Wells Corp.,7.5,24397.0,90273436.0
Ap313945,Em313945,Hourly,Nunez PLC Corp.,1.2,16474.0,32760952.0
Ap331915,Em331915,Hourly,Robinson Group Corp.,19.0,18351.0,28209663.0
Ap827952,Em827952,Self-Employed,"Knight, Jones and Bauer LLC",5.8,14521.0,90592816.0
Ap308124,Em308124,Self-Employed,"Bennett, Alvarez and Brown LLC",5.9,20790.0,13823957.0
Ap537477,Em537477,Salaried,Sandoval Inc Corp.,13.6,27614.0,110993379.0
Ap625830,Em625830,Salaried,Garcia-Huynh Corp.,9.2,12448.0,129153032.0
Ap383821,Em383821,Salaried,Pennington and Sons Corp.,4.2,16151.0,28873277.0
Ap277804,Em277804,Salaried,"Henderson, Fowler and Garcia Corp.",24.2,22604.0,38800890.0
Ap805703,Em805703,Hourly,Flores-Anderson Corp.,15.4,18772.0,19553108.0
Ap139081,Em139081,Salaried,Sharp-Aguirre Corp.,1.2,11974.0,14658419.0
Ap818216,Em818216,Salaried,George-Norman Corp.,6.9,8623.0,100284412.0
Ap455249,Em455249,Hourly,"Long, Ellis and Lee Corp.",19.4,11616.0,73265429.0
Ap319930,Em319930,Salaried,Watson-Garrison Corp.,19.7,23743.0,95534549.0
Ap905497,Em905497,Salaried,"Dean, Parker and Holland Corp.",11.9,3323.0,117145913.0
Ap617313,Em617313,Hourly,Austin-Foster Corp.,21.7,17302.0,30280379.0
Ap314532,Em314532,Salaried,Dyer Inc Corp.,12.1,6443.0,24482879.0
Ap712380,Em712380,Salaried,"Murphy, Diaz and Rodriguez Corp.",26.2,5876.0,107771795.0
Ap619332,Em619332,Salaried,Holmes-Anderson Corp.,13.3,28833.0,108980556.0
Ap416837,Em416837,Salaried,"Dawson, Walters and Oconnor Corp.",15.9,4194.0,49177758.0
Ap389106,Em389106,Salaried,Young-Hartman Corp.,5.3,3742.0,129753089.0
Ap128295,Em128295,Self-Employed,Weiss-Carson LLC,12.3,3590.0,17314116.0
Ap113807,Em113807,Hourly,Ross-Ramirez Corp.,19.3,13956.0,84388395.0
Ap535564,Em535564,Salaried,Hurst Inc Corp.,0.6,14318.0,49330618.0
Ap257504,Em257504,Self-Employed,Boyd Group LLC,13.3,11326.0,31358352.0
Ap338067,Em338067,Hourly,Pearson-Johnson Corp.,3.3,6418.0,116026295.0
Ap585008,Em585008,Salaried,"Sullivan, Hall and Harmon Corp.",8.3,5748.0,108029116.0
Ap792440,Em792440,Salaried,Mccoy-Ruiz Corp.,1.2,5324.0,109073611.0
Ap494540,Em494540,Self-Employed,"Shelton, Bradley and Marquez LLC",19.9,24784.0,92631212.0
Ap977699,Em977699,Salaried,Martin Ltd Corp.,19.2,6667.0,73955988.0
Ap617923,Em617923,Salaried,Martin-Campbell Corp.,29.4,23078.0,44254249.0
Ap266981,Em266981,Salaried,"Richardson, Brown and Simmons Corp.",25.1,27321.0,10180295.0
Ap844699,Em844699,Salaried,Wilson Inc Corp.,21.6,24760.0,15273084.0
Ap119870,Em119870,Salaried,"Gregory, Smith and Kramer Corp.",27.8,28987.0,19540836.0
Ap303196,Em303196,Salaried,Silva-Whitehead Corp.,9.4,16349.0,57858014.0
Ap348683,Em348683,Salaried,Reese Inc Corp.,18.7,16424.0,122616220.0
Ap334677,Em334677,Salaried,Dunn-Martinez Corp.,20.3,20463.0,74400416.0
Ap126790,Em126790,Salaried,Meadows-Jackson Corp.,1.5,24525.0,95331441.0
Ap743162,Em743162,Salaried,Campbell Inc Corp.,13.6,20154.0,63621565.0
Ap911721,Em911721,Self-Employed,"Rhodes, Johnston and Johnson LLC",7.8,11975.0,16796751.0
Ap548345,Em548345,Salaried,Conway PLC Corp.,28.3,20662.0,71357902.0
Ap849074,Em849074,Salaried,Parker-Sutton Corp.,3.3,17677.0,38586839.0
Ap587462,Em587462,Salaried,"Khan, Harper and Randolph Corp.",8.4,4690.0,81951107.0
Ap639773,Em639773,Salaried,"Palmer, Williams and Harmon Corp.",12.9,17139.0,108972904.0
Ap930914,Em930914,Salaried,Adams-Marquez Corp.,24.5,10136.0,67522220.0
Ap186188,Em186188,Salaried,"Hansen, Henderson and Mcbride Corp.",10.4,5691.0,65940147.0
Ap629036,Em629036,Hourly,Brown Group Corp.,8.0,2144.0,59657899.0
Ap842129,Em842129,Salaried,"Richardson, Anderson and Moore Corp.",22.3,22678.0,86401429.0
Ap764795,Em764795,Salaried,"Oconnor, Anthony and Henderson Corp.",13.0,15526.0,125438515.0
Ap890141,Em890141,Self-Employed,Garcia-Jackson LLC,8.6,16285.0,68894449.0
Ap748249,Em748249,Salaried,Quinn-Jones Corp.,26.2,26465.0,68741097.0
Ap130355,Em130355,Salaried,Ellison-Rivers Corp.,22.2,21752.0,54576137.0
Ap811131,Em811131,Hourly,Brown Inc Corp.,27.0,17898.0,118008347.0
Ap551015,Em551015,Self-Employed,Potts LLC LLC,11.7,6642.0,46556107.0
Ap506332,Em506332,Salaried,Clark-Palmer Corp.,11.3,29367.0,108015780.0
Ap256542,Em256542,Self-Employed,"Floyd, Moreno and Castro LLC",2.2,12871.0,111841611.0
Ap273416,Em273416,Salaried,Hicks-Garcia Corp.,5.7,12563.0,88264389.0
Ap405062,Em405062,Hourly,"Stevens, Matthews and Garcia Corp.",8.9,13536.0,67725056.0
Ap938656,Em938656,Self-Employed,"Browning, Cruz and Johnson LLC",14.4,16098.0,63729098.0
Ap663586,Em663586,Hourly,Kim-Banks Corp.,0.5,17154.0,106873953.0
Ap601708,Em601708,Self-Employed,"Howard, Ortiz and Malone LLC",5.7,9526.0,74022865.0
Ap966651,Em966651,Salaried,Fletcher PLC Corp.,29.4,27480.0,28206019.0
Ap161629,Em161629,Salaried,Munoz-Harmon Corp.,11.5,5055.0,21941067.0
Ap428184,Em428184,Self-Employed,Lyons-Nunez LLC,19.1,4117.0,126817054.0
Ap592734,Em592734,Salaried,Colon LLC Corp.,15.7,4760.0,74268328.0
Ap855195,Em855195,Self-Employed,"Garza, Robbins and Stevens LLC",11.1,9505.0,109431680.0
Ap390160,Em390160,Salaried,Clark Ltd Corp.,14.9,8405.0,70067510.0
Ap648248,Em648248,Self-Employed,Lam-Henderson LLC,2.5,5755.0,30152216.0
Ap920023,Em920023,Salaried,Nicholson Ltd Corp.,10.0,25243.0,123346052.0
Ap313920,Em313920,Salaried,Pugh-Rojas Corp.,2.1,22196.0,112700272.0
Ap989765,Em989765,Self-Employed,Brady Group LLC,16.1,10169.0,20104685.0
Ap342804,Em342804,Salaried,Jordan-Duran Corp.,16.7,14966.0,123639714.0
Ap476965,Em476965,Self-Employed,Johnston Inc LLC,7.6,3645.0,32828357.0
Ap560857,Em560857,Hourly,"Flynn, Vaughn and Mills Corp.",0.8,6804.0,30654565.0
Ap922827,Em922827,Self-Employed,Schmidt-Garza LLC,19.4,18518.0,11748461.0
Ap604492,Em604492,Salaried,Cervantes Ltd Corp.,7.4,2807.0,126619825.0
Ap753983,Em753983,Salaried,Dominguez Inc Corp.,5.5,19504.0,105315713.0
Ap515916,Em515916,Salaried,Levine-Young Corp.,13.6,3483.0,17509073.0
Ap921052,Em921052,Salaried,Davis LLC Corp.,5.8,16265.0,100030006.0
Ap858574,Em858574,Self-Employed,"Murphy, Martinez and Oneill LLC",12.9,17414.0,46862833.0
Ap228148,Em228148,Hourly,Jones Group Corp.,25.1,20199.0,10766486.0
Ap906991,Em906991,Self-Employed,Bailey-Williams LLC,18.2,20919.0,55805687.0
Ap586261,Em586261,Self-Employed,"Gamble, Bryant and Koch LLC",1.3,23492.0,79970255.0
Ap455540,Em455540,Salaried,Cabrera-Payne Corp.,11.7,9835.0,46433275.0
Ap292714,Em292714,Self-Employed,"Cunningham, Jones and Robinson LLC",2.8,13024.0,95861759.0
Ap831899,Em831899,Salaried,Garcia-Ritter Corp.,4.4,9291.0,57924854.0
Ap383876,Em383876,Salaried,Eaton Inc Corp.,20.7,28768.0,65222315.0
Ap359747,Em359747,Self-Employed,Graham-Johnson LLC,4.4,17400.0,27751222.0
Ap715650,Em715650,Salaried,Williams Ltd Corp.,10.0,11399.0,93836430.0
Ap523570,Em523570,Self-Employed,Summers Ltd LLC,12.2,8927.0,80032276.0
Ap375987,Em375987,Hourly,Perez-Davis Corp.,9.4,14030.0,15813017.0
Ap738353,Em738353,Salaried,"Hunt, Atkinson and Roberts Corp.",24.1,16624.0,115202612.0
Ap958158,Em958158,Salaried,Price-Lopez Corp.,4.8,14853.0,20034768.0
Ap117640,Em117640,Salaried,Barnes Group Corp.,4.9,28298.0,59891642.0
Ap152528,Em152528,Salaried,"Meyer, Henderson and Lee Corp.",16.8,29409.0,81580879.0
Ap924845,Em924845,Salaried,Cannon Group Corp.,18.6,5490.0,85405633.0
Ap359214,Em359214,Self-Employed,Brown Group LLC,2.3,15506.0,90835175.0
Ap939070,Em939070,Salaried,Nelson-Callahan Corp.,8.4,12941.0,24029724.0
Ap601108,Em601108,Salaried,Reyes Ltd Corp.,23.2,15299.0,83200092.0
Ap734421,Em734421,Self-Employed,Hansen Ltd LLC,16.4,7832.0,30563326.0
Ap468501,Em468501,Salaried,"Brown, Hill and Medina Corp.",22.7,23413.0,38864085.0
Ap824226,Em824226,Salaried,"Buchanan, Jones and Short Corp.",20.1,29503.0,30288384.0
Ap250159,Em250159,Self-Employed,Mitchell-Morse LLC,2.6,22785.0,93876597.0
Ap272502,Em272502,Salaried,"Roberts, Hamilton and Watson Corp.",7.1,5343.0,69227099.0
Ap255576,Em255576,Self-Employed,Atkins-Salas LLC,14.4,21714.0,80549390.0
Ap965291,Em965291,Salaried,Pittman-Ayers Corp.,9.0,17410.0,46886987.0
Ap986089,Em986089,Salaried,"Mcneil, Miller and Smith Corp.",28.2,14753.0,108710331.0
Ap111023,Em111023,Hourly,Higgins and Sons Corp.,23.0,25214.0,11459129.0
Ap645735,Em645735,Salaried,Moore-Hunter Corp.,29.3,28793.0,46664277.0
Ap488043,Em488043,Salaried,"Lewis, Lee and Rogers Corp.",20.3,10885.0,69940651.0
Ap386103,Em386103,Salaried,"Perez, Knight and Hughes Corp.",7.6,19534.0,41583065.0
Ap166203,Em166203,Hourly,Horton-Walker Corp.,14.9,11762.0,24152853.0
Ap260775,Em260775,Salaried,White Inc Corp.,7.3,3047.0,86970332.0
Ap109337,Em109337,Hourly,Arroyo Inc Corp.,20.4,6412.0,31565653.0
Ap670715,Em670715,Salaried,"Peterson, Holt and Long Corp.",10.5,7011.0,105310475.0
Ap614723,Em614723,Self-Employed,Barrett and Sons LLC,18.2,21044.0,41594591.0
Ap423673,Em423673,Self-Employed,Acosta-Lee LLC,14.5,24896.0,40670607.0
Ap464167,Em464167,Salaried,"Avery, Hays and Wall Corp.",5.9,14239.0,106005035.0
Ap446809,Em446809,Salaried,"Spencer, Thomas and Miller Corp.",16.8,10263.0,99904117.0
Ap730075,Em730075,Hourly,"Walker, Hayes and Dorsey Corp.",9.1,20583.0,24569378.0
Ap787281,Em787281,Salaried,Gutierrez Ltd Corp.,25.6,6754.0,115284986.0
Ap395451,Em395451,Salaried,Romero-Gordon Corp.,3.0,29248.0,120727425.0
Ap520571,Em520571,Salaried,Erickson PLC Corp.,9.3,17974.0,66816649.0
Ap227016,Em227016,Salaried,White-Byrd Corp.,24.7,9924.0,101985040.0
Ap891267,Em891267,Hourly,Wood and Sons Corp.,3.0,23954.0,12591170.0
Ap644447,Em644447,Salaried,"Lambert, Mullins and Richardson Corp.",11.5,9528.0,50320390.0
Ap597562,Em597562,Salaried,"Stewart, Pierce and Harris Corp.",12.4,18463.0,85161430.0
Ap802965,Em802965,Salaried,"Ramirez, Arias and Calhoun Corp.",26.1,6526.0,30513538.0
Ap483934,Em483934,Salaried,Maxwell Inc Corp.,20.8,25210.0,107079701.0
Ap992048,Em992048,Self-Employed,Hess-Buchanan LLC,12.3,20389.0,120529076.0
Ap965184,Em965184,Self-Employed,Hill Group LLC,14.5,19070.0,36773547.0
Ap417428,Em417428,Salaried,"Wells, Adkins and Perez Corp.",8.2,28959.0,64351494.0
Ap419187,Em419187,Salaried,"Hernandez, Clark and Butler Corp.",16.6,16146.0,18627556.0
Ap790907,Em790907,Salaried,Davis Group Corp.,17.3,3976.0,19606990.0
Ap983439,Em983439,Salaried,Casey LLC Corp.,5.9,22335.0,97130569.0
Ap182844,Em182844,Salaried,"Collins, Franklin and Dillon Corp.",20.0,27872.0,16334689.0
Ap651820,Em651820,Salaried,Garcia Ltd Corp.,11.7,13985.0,51150022.0
Ap265421,Em265421,Salaried,Gilbert Group Corp.,16.4,10286.0,75309150.0
Ap222402,Em222402,Salaried,Reeves Inc Corp.,6.3,10890.0,116830070.0
Ap218012,Em218012,Salaried,Turner-Nixon Corp.,21.1,13298.0,58486333.0
Ap538661,Em538661,Salaried,"Johnson, Freeman and Ortiz Corp.",22.4,17204.0,14231140.0
Ap498929,Em498929,Salaried,"Smith, Clark and Davidson Corp.",20.8,23437.0,35379104.0
Ap680466,Em680466,Salaried,Rodriguez Group Corp.,27.4,16198.0,117395491.0
Ap673695,Em673695,Hourly,"Diaz, Wu and Smith Corp.",17.7,2159.0,117853580.0
Ap563556,Em563556,Salaried,Clark-Adams Corp.,16.0,28881.0,45715185.0
Ap675278,Em675278,Self-Employed,"Mitchell, Scott and Thompson LLC",3.3,5890.0,65780268.0
Ap229473,Em229473,Hourly,"Delgado, Lucas and Walker Corp.",26.0,12898.0,34531804.0
Ap578007,Em578007,Hourly,Johnson-Wilson Corp.,23.8,20815.0,33434902.0
Ap944573,Em944573,Salaried,"Robertson, King and Wong Corp.",26.3,20494.0,120372456.0
Ap517009,Em517009,Self-Employed,Sanchez-Rivas LLC,11.7,10447.0,71674902.0
Ap418714,Em418714,Salaried,Wood-Woods Corp.,7.8,28924.0,60959159.0
Ap326156,Em326156,Salaried,Anderson-Herrera Corp.,3.8,13103.0,59868086.0
Ap268964,Em268964,Salaried,Barr-Valenzuela Corp.,17.6,13260.0,107940432.0
Ap625303,Em625303,Salaried,Jackson-Cole Corp.,7.3,17613.0,70734717.0
Ap161813,Em161813,Salaried,Gonzalez LLC Corp.,17.5,5181.0,65747890.0
Ap127712,Em127712,Salaried,Baker-Adkins Corp.,9.6,11710.0,73103484.0
Ap724785,Em724785,Salaried,Cochran-Watkins Corp.,9.4,7171.0,47070776.0
Ap867214,Em867214,Salaried,"Kirk, Howard and Farmer Corp.",20.0,8729.0,92336096.0
Ap212816,Em212816,Self-Employed,Mclaughlin and Sons LLC,12.6,13795.0,88962429.0
Ap228778,Em228778,Salaried,Kane-Miles Corp.,9.6,15166.0,102217791.0
Ap686580,Em686580,Self-Employed,Larsen-Santana LLC,3.4,3865.0,127159795.0
