applicant_id,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education
Ap943890,849-98-3831,Christopher Nichols III,1968-05-27,Male,Widowed,Bachelor's Degree
Ap600328,334-76-8172,Julie Williams,1996-04-21,Other,Married,Doctorate
Ap906790,101-09-9843,Michael Smith,2000-07-31,Male,Married,Some College
Ap103267,322-16-3186,Javier Alvarez,1953-09-13,Other,Married,Bachelor's Degree
Ap182745,588-76-3398,Alexander Lewis,1954-01-22,Female,Married,Some College
Ap976020,166-43-3589,Ian Fry,1956-04-02,Male,Separated,Some College
Ap924945,003-65-6641,Darrell Anderson,1997-02-18,Female,Married,Doctorate
Ap257164,338-72-6429,Brian Roman,1998-05-28,Female,Divorced,Some College
Ap635626,295-91-7888,Scott Garcia,1975-11-15,Other,Separated,Master's Degree
Ap231484,426-82-3775,Whitney Hernandez,1953-03-02,Male,Divorced,Associate's Degree
Ap631831,850-40-2938,George Johnson,1974-04-05,Other,Widowed,Master's Degree
Ap992323,016-34-4417,Amy Smith,2007-01-23,Female,Separated,Master's Degree
Ap160692,791-58-3366,Kayla Gould,1979-12-12,Male,Single,High School Diploma
Ap320156,284-20-0654,Jennifer Brown,1971-06-30,Female,Married,Master's Degree
Ap323992,833-21-5675,Wendy Sanchez,1996-02-03,Female,Widowed,Master's Degree
Ap616771,766-94-3119,Jack Sanchez,1967-12-19,Female,Single,Bachelor's Degree
Ap930857,599-10-3419,Danny Thomas,1958-02-19,Other,Single,High School Diploma
Ap663044,823-99-3523,Jessica Walker,1994-03-12,Male,Widowed,High School Diploma
Ap643176,754-71-4638,Benjamin Cunningham,1985-05-08,Other,Widowed,Bachelor's Degree
Ap791095,876-48-1856,Dennis Melendez,1972-11-06,Male,Separated,Some College
Ap933727,276-84-0359,David Burgess,1975-11-17,Female,Single,Master's Degree
Ap214352,339-87-0099,Chelsea Smith,1997-09-03,Other,Married,Bachelor's Degree
Ap969474,575-17-3291,Daniel Murphy,1987-03-05,Male,Married,Doctorate
Ap185999,138-99-1780,Suzanne Howell,1969-01-11,Male,Married,High School Diploma
Ap117955,067-35-9349,Jenny Brooks,1987-10-25,Male,Divorced,Doctorate
Ap924273,375-56-8681,Andrew Thompson,1976-10-29,Other,Married,Associate's Degree
Ap170640,884-05-6125,Rhonda Jackson,2003-03-02,Female,Divorced,High School Diploma
Ap296582,674-42-2555,Crystal Potts,1987-02-25,Other,Divorced,Associate's Degree
Ap844086,538-60-3122,Mr. Matthew Nelson DDS,1958-07-02,Other,Separated,Doctorate
Ap500573,024-72-2964,Brenda Stephens,1994-08-12,Male,Widowed,Some College
Ap525695,804-09-3484,Andrew Massey,1960-10-20,Female,Single,Some College
Ap161476,606-70-1818,Kristen Barker,1987-06-14,Male,Separated,Master's Degree
Ap406955,489-96-8572,Benjamin Harding,1959-12-22,Male,Widowed,Master's Degree
Ap267280,763-64-4736,Jennifer Cortez,1953-05-31,Male,Married,Doctorate
Ap775510,178-78-3137,Margaret Ramirez,1998-12-12,Other,Divorced,Associate's Degree
Ap695468,764-77-2163,Alexandria Mejia,1998-09-12,Female,Widowed,Associate's Degree
Ap798646,624-62-6207,John Dawson,1963-12-15,Female,Divorced,High School Diploma
Ap737144,136-55-6906,Adam Bender,2001-07-15,Male,Married,Doctorate
Ap954882,773-03-2228,Brent Luna,1973-09-18,Other,Separated,High School Diploma
Ap514568,702-33-0901,Jimmy Young,1960-10-28,Other,Married,High School Diploma
Ap286141,873-76-5141,Amanda Bray,1987-11-30,Other,Single,Master's Degree
Ap998320,519-32-2962,Kelly Newton,1974-08-26,Other,Separated,Bachelor's Degree
Ap734736,824-10-8703,Julia Nolan,1954-12-20,Other,Widowed,Some College
Ap638685,547-31-4670,William Davis,1974-04-27,Male,Widowed,Associate's Degree
Ap278031,272-26-5068,Lisa Shields,1997-02-07,Male,Single,Some College
Ap219180,261-38-2064,Chase Rodriguez,1950-11-13,Male,Single,Associate's Degree
Ap166234,410-65-0246,Stacey Smith,1960-06-21,Other,Divorced,Doctorate
Ap664242,153-82-9592,Ryan Carter DVM,1952-01-13,Male,Widowed,Bachelor's Degree
Ap278352,165-98-0951,Dr. Lindsay Cowan,1978-08-30,Female,Married,Some College
Ap179459,188-90-3636,Michelle Navarro,1967-11-12,Female,Single,Doctorate
Ap509995,177-05-3867,Joseph Foley,2003-01-28,Male,Divorced,Doctorate
Ap295004,346-64-4387,Matthew Hartman,2004-04-08,Other,Divorced,Master's Degree
Ap566152,754-44-5601,Rebecca Jackson,1952-09-14,Male,Separated,Some College
Ap825256,525-02-7069,Jenny Fletcher,1991-10-07,Male,Widowed,Associate's Degree
Ap159163,756-66-8336,Jesse Singh,1949-08-07,Male,Separated,Doctorate
Ap575853,684-99-7835,Dustin Smith Jr.,1959-07-21,Other,Separated,High School Diploma
Ap151934,590-10-3713,Mr. Andre Martin,1985-08-17,Male,Single,Associate's Degree
Ap820255,862-66-1475,Dana Lucas,1953-10-18,Other,Separated,Doctorate
Ap525523,127-99-1832,Melvin Li,1979-11-04,Female,Divorced,Master's Degree
Ap940530,761-93-6191,Brandi Mendez,1965-03-30,Male,Married,Associate's Degree
Ap554137,896-04-0252,Misty Ford,2006-04-29,Other,Single,Some College
Ap105486,840-80-6090,Charles Martinez,1976-07-02,Other,Single,Bachelor's Degree
Ap239407,675-85-7069,Jeff Romero,1982-10-29,Female,Divorced,Associate's Degree
Ap973332,565-22-7884,Kaylee Moreno,1964-06-06,Female,Separated,Doctorate
Ap750308,667-51-0968,Jacob Rasmussen,1991-07-04,Male,Married,Master's Degree
Ap727083,263-55-8499,Jennifer Miller,1979-03-24,Male,Separated,Associate's Degree
Ap320184,558-90-6202,Christina Rose,2002-09-13,Male,Divorced,High School Diploma
Ap766490,431-61-6308,Jordan Diaz,1995-11-15,Female,Single,Associate's Degree
Ap449652,869-33-7317,Matthew Reed,1992-01-05,Female,Divorced,Master's Degree
Ap861315,570-27-4308,Tanya Davis,1980-09-24,Other,Widowed,Master's Degree
Ap742612,086-74-4297,Melissa Williams,2003-12-23,Male,Separated,Bachelor's Degree
Ap422710,120-56-3917,Mark Bell,1997-04-27,Other,Married,Some College
Ap297775,617-84-6628,Barbara Oneill,1975-09-11,Female,Divorced,Associate's Degree
Ap389336,727-55-2256,Henry Garrett,1954-01-16,Other,Divorced,Doctorate
Ap887494,853-18-0426,Chad Clark,1998-05-18,Other,Separated,Some College
Ap708364,006-82-1107,Bob Harrison,1994-01-02,Other,Married,Associate's Degree
Ap189780,091-26-0686,Jonathan Mitchell Jr.,2004-07-19,Female,Widowed,Some College
Ap252617,485-22-6647,Kaylee Cervantes,2002-07-17,Male,Single,Associate's Degree
Ap645977,790-38-1548,Valerie Sanchez,1989-01-28,Other,Divorced,Master's Degree
Ap897606,028-32-0469,Rachel Davenport,1989-11-12,Male,Married,Doctorate
Ap450605,498-76-7058,Marilyn Walker,1960-04-11,Male,Separated,Some College
Ap989465,611-38-0094,Randy Diaz,1974-08-13,Male,Married,Associate's Degree
Ap633636,175-12-3453,Patricia Robertson,1972-05-04,Other,Married,Some College
Ap138102,249-10-9912,Rachel Green,1983-07-17,Male,Separated,Associate's Degree
Ap174460,662-68-6995,Brittney Thornton,1957-03-22,Female,Married,Doctorate
Ap464778,005-44-0965,Nancy King,1996-07-01,Female,Separated,Doctorate
Ap189930,770-10-2416,Julia Stanton,1992-08-30,Other,Married,High School Diploma
Ap631089,019-21-5558,Jacob Wells,1974-11-05,Other,Widowed,Associate's Degree
Ap727438,847-47-9018,Eric Todd,1959-12-24,Male,Married,Some College
Ap827627,211-53-0192,Joseph Fox,1956-08-10,Other,Separated,Associate's Degree
Ap279208,440-24-0945,Lance Rivers,1978-04-24,Male,Divorced,Some College
Ap254697,598-18-6875,Justin Smith,1993-05-30,Other,Married,High School Diploma
Ap313945,260-99-4491,Becky Ford,1954-12-12,Female,Widowed,Bachelor's Degree
Ap331915,368-96-0733,Richard Briggs,1962-04-06,Female,Widowed,Doctorate
Ap827952,344-13-5725,Pam Small,2002-08-21,Female,Widowed,Master's Degree
Ap308124,008-21-7033,Jennifer Mcintosh,1989-02-26,Male,Single,Some College
Ap537477,021-22-1293,Amber Hansen,1960-11-15,Other,Widowed,Bachelor's Degree
Ap625830,109-43-2737,Steven Ramirez,1988-08-03,Female,Divorced,High School Diploma
Ap383821,816-52-0555,Andre Robertson,1962-05-21,Other,Single,Bachelor's Degree
Ap277804,420-08-1333,Justin Daniel,1975-09-18,Other,Separated,Associate's Degree
Ap805703,291-55-8343,Lucas Ross,1994-11-01,Other,Divorced,Bachelor's Degree
Ap139081,698-28-3710,Travis Morse,1960-03-02,Female,Separated,High School Diploma
Ap818216,176-36-8422,Charles Larson,1982-06-25,Other,Married,Doctorate
Ap455249,403-59-8098,Richard Hart,1981-04-09,Male,Single,Bachelor's Degree
Ap319930,205-34-9257,Joshua Jordan,1953-04-18,Other,Single,Associate's Degree
Ap905497,166-95-3301,Stacy Holmes,1971-11-25,Other,Separated,Doctorate
Ap617313,159-91-2467,Jason Powell,1954-08-06,Male,Widowed,Some College
Ap314532,383-47-2378,Kaitlin Thompson,1975-06-25,Male,Single,Some College
Ap712380,534-37-9937,Juan Brown,1965-02-19,Male,Divorced,Bachelor's Degree
Ap619332,584-19-2082,Clayton Carr,2006-12-28,Male,Single,Doctorate
Ap416837,266-50-3899,John Watts,1980-01-10,Female,Married,Master's Degree
Ap389106,419-24-9055,Cheryl Tucker,2006-12-30,Male,Divorced,Some College
Ap128295,629-97-7790,Deborah Murphy,1950-11-09,Other,Divorced,High School Diploma
Ap113807,734-12-1880,Hannah Walker,1961-06-16,Female,Divorced,Master's Degree
Ap535564,006-37-0884,Gina Salazar,1975-02-02,Male,Widowed,Doctorate
Ap257504,609-18-1161,Scott Reed,2001-11-06,Other,Married,Master's Degree
Ap338067,234-03-0156,Richard Nguyen,1986-01-14,Other,Separated,Some College
Ap585008,041-10-0946,ROBERT DAWSON,1965-02-28,Male,Married,High School Diploma
Ap792440,688-91-7802,April Hampton,1959-03-26,Male,Widowed,Associate's Degree
Ap494540,722-31-5422,Vincent Ryan,1997-04-16,Other,Separated,Associate's Degree
Ap977699,564-62-1910,Cynthia Arnold,1991-09-18,Male,Married,Some College
Ap617923,379-49-3563,Erika Leach,1957-01-06,Other,Married,Bachelor's Degree
Ap266981,769-01-2767,Jose Mcpherson,2000-07-07,Male,Married,High School Diploma
Ap844699,810-62-6880,Alexander Davis,1964-03-26,Other,Separated,Doctorate
Ap119870,707-64-3089,Angela Brown,1996-06-16,Other,Divorced,Master's Degree
Ap303196,726-93-9294,Robert Brown,1960-03-16,Other,Separated,Bachelor's Degree
Ap348683,089-03-1765,Andrea Gonzalez,1986-10-27,Other,Married,High School Diploma
Ap334677,627-85-4342,James Anderson,1987-06-08,Male,Widowed,Bachelor's Degree
Ap126790,271-12-2992,Tyler May,1959-11-25,Other,Married,Associate's Degree
Ap743162,523-39-3872,Jeffrey Harrison,1975-07-11,Other,Divorced,Doctorate
Ap911721,633-66-5182,Ashley Thompson,1962-09-27,Female,Widowed,Some College
Ap548345,594-91-1603,Lisa Brooks,1957-12-27,Other,Divorced,High School Diploma
Ap849074,461-97-5161,Lori Berry,1959-04-13,Other,Married,Bachelor's Degree
Ap587462,348-15-3325,Lauren Wells,2002-09-26,Male,Single,Associate's Degree
Ap639773,751-48-4001,Hannah Mata,2002-10-28,Male,Divorced,Doctorate
Ap930914,643-28-2957,Bryan Gardner,1996-02-09,Female,Single,High School Diploma
Ap186188,353-94-7485,Gregory Collins,1964-04-18,Other,Widowed,Bachelor's Degree
Ap629036,444-60-3574,Claudia Crawford,1955-07-14,Male,Single,High School Diploma
Ap842129,867-27-2249,Kelly Taylor,1983-12-02,Male,Single,Associate's Degree
Ap764795,092-02-1617,Kimberly Wilson,1960-08-08,Female,Widowed,Associate's Degree
Ap890141,613-14-0605,Margaret Paul,1994-09-25,Other,Single,Doctorate
Ap748249,381-51-6712,Mitchell Donovan,1965-04-12,Female,Single,Master's Degree
Ap130355,664-56-0402,David Hernandez,1969-12-04,Male,Married,Some College
Ap811131,304-72-6684,Zachary Kelly,1983-05-22,Female,Married,Master's Degree
Ap551015,466-09-6496,Madeline Sullivan MD,2000-09-21,Other,Widowed,Doctorate
Ap506332,749-21-1800,Donald Washington,1983-03-22,Male,Widowed,Doctorate
Ap256542,460-28-5255,Kelli Nichols,1982-10-24,Female,Separated,Master's Degree
Ap273416,800-82-2181,Gerald Robertson,2005-11-23,Male,Separated,High School Diploma
Ap405062,236-80-2204,Scott Trujillo,2006-10-18,Male,Married,Master's Degree
Ap938656,637-13-4592,Beth Carter,2003-02-03,Female,Separated,High School Diploma
Ap663586,863-77-2532,Cole Curry,1996-09-27,Other,Single,Some College
Ap601708,347-39-5119,Leslie Woods,1955-04-18,Male,Widowed,Associate's Degree
Ap966651,239-93-3096,Ronald Sparks,1978-08-07,Female,Widowed,Some College
Ap161629,470-21-6017,Willie Daniels,2003-01-27,Female,Married,High School Diploma
Ap428184,117-48-7629,Courtney Perry,1999-04-07,Female,Widowed,Master's Degree
Ap592734,100-20-0968,Dr. Jessica Reyes,1972-10-29,Other,Separated,Associate's Degree
Ap855195,698-05-3924,Jessica Shelton,1988-11-30,Male,Separated,Doctorate
Ap390160,589-82-2876,Jeanette Horn,1968-01-27,Female,Single,Bachelor's Degree
Ap648248,749-65-4908,Brandi Foster,1974-06-09,Female,Separated,Doctorate
Ap920023,759-14-9521,Sarah Wallace,2000-07-05,Other,Widowed,Master's Degree
Ap313920,299-89-4484,Lisa Randall,1956-10-05,Female,Married,High School Diploma
Ap989765,843-73-7174,Kelly Wilson,1987-11-15,Female,Separated,Doctorate
Ap342804,624-07-8247,James Beck,1957-06-26,Other,Divorced,Some College
Ap476965,549-30-8926,Mary Boyd,1974-04-07,Female,Separated,Doctorate
Ap560857,694-02-4838,Mr. Brian Smith,1972-04-17,Female,Married,Master's Degree
Ap922827,876-43-8790,Omar Allen,1975-02-19,Male,Divorced,Associate's Degree
Ap604492,893-97-8288,Christopher Moore,1952-01-14,Male,Widowed,High School Diploma
Ap753983,239-90-6301,Stacey Logan,1983-12-27,Other,Separated,Bachelor's Degree
Ap515916,059-97-0523,Michael Jackson,1955-01-29,Male,Divorced,Some College
Ap921052,092-16-1495,Teresa Gregory,1999-02-20,Other,Separated,Bachelor's Degree
Ap858574,252-21-8044,Mrs. Susan Byrd MD,1986-11-12,Female,Divorced,Bachelor's Degree
Ap228148,265-87-7602,Jason Hall,1991-12-04,Other,Single,Master's Degree
Ap906991,836-60-3890,Jonathan Chavez,1952-10-04,Male,Married,Some College
Ap586261,741-88-5471,Mrs. Lisa Benton,2001-01-04,Male,Divorced,Bachelor's Degree
Ap455540,096-27-0474,Andrew Williams,1949-04-27,Other,Divorced,Some College
Ap292714,410-89-3027,Michael Armstrong,1992-08-28,Other,Divorced,Some College
Ap831899,430-09-1845,Felicia Knox,1949-09-17,Other,Widowed,Doctorate
Ap383876,849-10-5016,Paul Johnson,1975-12-02,Female,Separated,Some College
Ap359747,467-07-0611,Tony Ramirez,1994-10-28,Male,Married,High School Diploma
Ap715650,550-59-3881,Jennifer Robinson,1985-05-27,Other,Widowed,Bachelor's Degree
Ap523570,095-44-9234,Richard Clements,1974-07-21,Female,Married,Some College
Ap375987,447-29-5434,William Mercado,1951-12-23,Other,Widowed,Associate's Degree
Ap738353,491-04-1633,Carol Cantrell,1952-09-16,Male,Separated,High School Diploma
Ap958158,767-49-9329,Cynthia Perez,1951-01-11,Female,Divorced,Associate's Degree
Ap117640,758-90-4294,Corey Dean,1990-07-03,Male,Single,High School Diploma
Ap152528,268-28-3325,Christian Reeves,2003-01-29,Male,Separated,Master's Degree
Ap924845,009-38-3410,Brian Woodward,1969-03-22,Male,Widowed,Associate's Degree
Ap359214,269-55-3315,Heather Harrell,1995-09-11,Other,Widowed,High School Diploma
Ap939070,623-55-1260,Kevin Burton,1964-05-02,Male,Divorced,Associate's Degree
Ap601108,712-77-3845,James Doyle,1962-02-28,Other,Widowed,Doctorate
Ap734421,704-56-7867,Eric Johnson,2005-10-19,Female,Married,Doctorate
Ap468501,170-89-0352,Michelle Williams,1976-11-10,Male,Single,Associate's Degree
Ap824226,322-24-3585,Monique Wilson,1986-02-09,Male,Widowed,Some College
Ap250159,139-50-6797,Brenda Clark,1989-01-30,Male,Married,Bachelor's Degree
Ap272502,394-27-0357,Laura Strickland,1962-12-20,Other,Single,Master's Degree
Ap255576,100-68-5855,Richard Lopez,1951-08-12,Other,Widowed,Bachelor's Degree
Ap965291,409-13-3957,Lisa Howard,1949-06-06,Male,Single,Some College
Ap986089,077-22-1350,Joshua Archer,2005-01-01,Male,Separated,Bachelor's Degree
Ap111023,562-92-3866,Christina Anderson,1985-10-12,Other,Married,Master's Degree
Ap645735,223-76-7732,Lynn Moore,1971-08-25,Other,Divorced,Associate's Degree
Ap488043,459-18-1241,Robin Cain,1977-01-16,Other,Single,Master's Degree
Ap386103,338-87-9066,Melissa Sanders,1977-04-11,Female,Single,Associate's Degree
Ap166203,813-63-7573,Daniel Soto,2003-06-25,Male,Divorced,High School Diploma
Ap260775,749-57-1611,Jeremy Flores,2003-08-07,Male,Divorced,Some College
Ap109337,113-83-3123,Christopher Lawson,1993-11-08,Female,Separated,High School Diploma
Ap670715,873-29-6974,Beth Chavez,1994-01-01,Other,Widowed,Doctorate
Ap614723,870-99-1771,Amanda West,2006-01-10,Other,Separated,High School Diploma
Ap423673,640-49-8584,Andrew Murray,1974-09-05,Male,Divorced,High School Diploma
Ap464167,383-56-8858,Dawn Rodriguez,1956-03-09,Male,Single,Doctorate
Ap446809,309-39-3845,Anthony Mccormick,2004-10-27,Male,Separated,Doctorate
Ap730075,353-53-6932,Megan Williamson,1968-09-14,Other,Single,Doctorate
Ap787281,658-60-8732,Ryan Brown,1958-09-08,Male,Widowed,Bachelor's Degree
Ap395451,291-88-8844,Linda Singh,1976-05-02,Other,Married,Associate's Degree
Ap520571,391-70-0572,Timothy Hart,1996-08-29,Female,Married,Associate's Degree
Ap227016,828-55-0616,Nicole Bennett,1976-06-22,Female,Separated,Bachelor's Degree
Ap891267,169-82-9041,Donald Garrison,1998-11-24,Male,Separated,Doctorate
Ap644447,361-85-5497,Michael Smith,2000-07-21,Other,Single,Master's Degree
Ap597562,043-06-0671,Elizabeth King,1992-02-21,Other,Widowed,Doctorate
Ap802965,030-25-4012,Dr. Erika Garcia DDS,1987-10-02,Male,Widowed,Some College
Ap483934,438-64-7298,David Johnson,1997-02-16,Male,Widowed,Master's Degree
Ap992048,517-07-7422,Mr. Jeremy Allen,1985-07-05,Female,Widowed,Associate's Degree
Ap965184,374-58-4804,Christopher Ward,1952-07-09,Female,Single,Associate's Degree
Ap417428,012-59-4155,Kevin Byrd,1988-06-08,Female,Separated,Associate's Degree
Ap419187,165-96-9998,Veronica Murphy,1967-05-07,Female,Married,Bachelor's Degree
Ap790907,265-12-6724,Kenneth Garcia,1984-01-24,Male,Separated,High School Diploma
Ap983439,476-35-4655,Brett Oliver,1978-05-24,Other,Widowed,Master's Degree
Ap182844,419-13-7208,Andrew Reed,1961-06-05,Male,Married,Associate's Degree
Ap651820,080-58-8251,James Elliott,1999-11-27,Female,Widowed,Associate's Degree
Ap265421,117-39-5237,Bradley Jones,2004-04-14,Male,Widowed,Some College
Ap222402,112-64-2858,Daniel Wilson,1975-07-02,Other,Single,Associate's Degree
Ap218012,590-89-2313,Diane Hughes,2002-01-25,Other,Single,Some College
Ap538661,745-15-9057,Christopher James,1986-04-13,Other,Divorced,Associate's Degree
Ap498929,113-97-9195,Adam Logan,1971-10-23,Other,Separated,Master's Degree
Ap680466,169-58-2268,Dylan Nolan,1967-12-16,Female,Widowed,High School Diploma
Ap673695,528-65-1818,Angela Dennis,1980-10-04,Male,Married,Doctorate
Ap563556,360-52-4169,Tracy Williams,1953-08-04,Male,Divorced,Master's Degree
Ap675278,587-11-1422,Michael Alvarado,2007-01-22,Other,Divorced,Associate's Degree
Ap229473,604-68-7627,Mark Flores,1962-08-03,Female,Married,Associate's Degree
Ap578007,800-01-6893,Dana Jones,1981-10-21,Female,Separated,High School Diploma
Ap944573,187-45-1944,Matthew Martin,1971-12-10,Male,Widowed,High School Diploma
Ap517009,457-52-1131,Jodi Mendoza,1970-03-29,Other,Divorced,Doctorate
Ap418714,609-16-5528,Charles Steele,1997-07-11,Male,Single,Some College
Ap326156,124-36-9008,Christopher Finley,1998-05-11,Other,Separated,Master's Degree
Ap268964,847-07-3387,Lisa Buck,1959-12-10,Male,Single,Doctorate
Ap625303,080-08-5215,Michelle Schmidt,2002-01-19,Female,Single,Bachelor's Degree
Ap161813,087-41-7266,Carl Harris,1981-09-04,Male,Single,Master's Degree
Ap127712,679-79-5606,Emily Castillo,2005-01-18,Other,Separated,Some College
Ap724785,406-18-9414,Linda Lopez,1987-03-25,Other,Single,Doctorate
Ap867214,013-84-8978,Jay Garcia,1972-03-15,Female,Married,Bachelor's Degree
Ap212816,842-23-9453,Dylan Willis,1994-04-24,Male,Single,High School Diploma
Ap228778,384-29-3847,Gordon Rogers,1962-02-27,Other,Separated,Master's Degree
Ap686580,325-52-6664,Nicole Kirk,2005-06-11,Male,Separated,Bachelor's Degree
Ap385977,006-02-4773,Vicki Stewart,1984-02-10,Other,Separated,Master's Degree
Ap235230,570-18-1610,Andrew Deleon,1957-10-08,Other,Separated,Associate's Degree
Ap818040,498-97-4064,Rodney Howard,1996-01-05,Male,Single,Some College
Ap906741,804-20-7790,Amy Richmond,1982-02-10,Female,Married,Associate's Degree
Ap369114,220-27-5245,Melissa Le,1995-01-05,Other,Widowed,Master's Degree
Ap434618,614-04-0717,Samantha Lambert,2007-02-10,Male,Divorced,High School Diploma
Ap932972,874-64-8859,Debra Burton,1990-04-17,Male,Widowed,Master's Degree
Ap251456,595-93-8455,Michael Weiss,1974-02-14,Other,Separated,Associate's Degree
Ap904449,516-72-3121,Matthew Richards,1995-02-21,Female,Widowed,Doctorate
Ap962312,412-80-0047,Jaclyn Montgomery,1993-04-28,Female,Divorced,Associate's Degree
Ap205570,194-99-8797,Michelle Nixon,2000-01-30,Female,Widowed,Master's Degree
Ap370846,217-78-8541,William Nunez,1997-10-30,Female,Married,Doctorate
Ap100404,524-27-2355,Richard Harvey,1958-02-10,Male,Separated,Some College
Ap803286,705-94-7837,Sabrina Goodwin,1966-12-04,Female,Widowed,High School Diploma
Ap374907,791-84-1306,Katelyn Taylor,2003-08-08,Other,Single,Master's Degree
Ap773744,648-44-0664,Jamie Johns,1991-09-05,Other,Widowed,Master's Degree
Ap815460,229-35-2044,Randy Scott,1994-02-06,Other,Single,Doctorate
Ap984574,166-99-9991,Michael Garcia,1999-10-22,Female,Single,Associate's Degree
Ap765220,170-69-3678,Jamie Bryant,1979-09-23,Female,Married,Master's Degree
Ap335365,458-89-4880,Steven Hartman,2000-03-25,Female,Married,Doctorate
Ap442786,060-51-5524,MELISSA MILLER,1981-02-10,Other,Divorced,Associate's Degree
Ap150612,849-27-8901,Lisa Serrano,1955-03-04,Male,Divorced,Master's Degree
Ap910006,227-28-3240,Judith Bennett,1955-06-17,Other,Divorced,Bachelor's Degree
Ap909956,036-38-8011,AMY DAVIS,1956-01-06,Female,Single,High School Diploma
Ap300244,863-92-1766,Christine Murray,1949-05-12,Male,Single,Master's Degree
Ap897348,377-69-7545,Nicole Gilbert,1962-06-17,Male,Divorced,High School Diploma
Ap104809,261-13-9584,Kirk Ferguson,1958-07-03,Male,Widowed,Associate's Degree
Ap263273,728-42-2408,Mary Davis,1983-08-18,Male,Separated,Doctorate
Ap808690,196-77-9902,Elizabeth Miller,1989-03-04,Female,Married,Master's Degree
Ap244528,379-88-5994,John Rivera,1955-07-10,Male,Widowed,Bachelor's Degree
Ap606964,028-85-9352,Andrew Richmond,1972-05-04,Male,Married,Master's Degree
Ap549613,850-75-0417,Paul Vasquez,1998-10-24,Female,Widowed,Master's Degree
Ap138765,726-11-8160,Kyle Barrera,1970-04-23,Female,Widowed,Bachelor's Degree
Ap931538,409-20-9400,Gregory Morales,1983-09-30,Female,Separated,High School Diploma
Ap416076,335-18-4040,Jacob Briggs,1999-01-08,Male,Separated,Master's Degree
Ap943523,646-96-2337,Mark Meyer,1959-04-21,Other,Widowed,Bachelor's Degree
Ap646237,291-07-5298,Susan Holmes,2006-05-03,Other,Single,Bachelor's Degree
Ap301152,639-46-3731,David Drake,1956-05-25,Male,Separated,Some College
Ap399888,355-51-0971,Daniel Gutierrez,1987-11-14,Other,Married,Associate's Degree
Ap800903,286-42-8215,Rachel Glover,1998-11-05,Male,Single,Doctorate
Ap994751,770-13-6750,Mrs. Tracy Case DVM,1964-01-10,Other,Separated,Master's Degree
Ap192193,215-66-2637,Justin Mejia,1960-11-12,Male,Separated,High School Diploma
Ap136187,781-11-7094,Brandy Richardson,2002-11-08,Other,Widowed,Master's Degree
Ap605950,314-70-4709,Ryan Cameron,2005-07-06,Male,Divorced,Doctorate
Ap238311,794-45-9133,Jonathan Kirk,1969-03-29,Other,Divorced,Associate's Degree
Ap900921,279-44-3400,Luis Shah,1990-12-27,Male,Divorced,Some College
Ap608153,155-05-2540,Francis Weaver,1955-10-14,Male,Widowed,Master's Degree
Ap289089,656-40-4097,Brian Riley,1953-08-05,Other,Single,Some College
Ap686165,107-52-4683,Jennifer Sanders,1955-03-13,Other,Married,Associate's Degree
Ap536341,122-79-7190,Daniel Leach,1986-04-26,Female,Divorced,Master's Degree
Ap412066,802-63-9564,Jodi Costa,2002-10-29,Male,Divorced,Some College
Ap718362,064-93-8151,Victor Lambert,1963-11-16,Other,Married,Some College
Ap787409,866-68-3641,Craig Barton,1952-03-30,Female,Divorced,Doctorate
Ap661419,210-15-1009,Mrs. Mary Page,1996-12-08,Other,Single,Doctorate
Ap740053,530-16-1320,Jennifer Davis,1981-08-10,Other,Divorced,Some College
Ap960395,424-71-3453,Eric Willis,1981-08-13,Other,Widowed,Associate's Degree
Ap731172,621-08-8166,Alex Mcguire,1952-04-17,Male,Separated,Some College
Ap225917,850-78-4846,Raymond Cruz,1953-06-20,Male,Widowed,Master's Degree
Ap910717,333-18-3200,Laura Byrd,1964-12-03,Female,Widowed,Some College
Ap399770,537-37-4102,Ralph Anderson,1980-06-04,Other,Separated,High School Diploma
Ap798168,837-56-9529,Tyler Moore,2004-06-19,Female,Married,Master's Degree
Ap581680,625-57-2024,James Herrera,1989-06-08,Other,Divorced,Some College
Ap381342,209-41-5132,John Davis,1990-09-17,Female,Married,Associate's Degree
Ap639542,153-13-2548,Daniel Guerrero,1985-02-19,Other,Married,Master's Degree
Ap144238,665-27-6837,Diane Orozco,1992-10-20,Other,Separated,Doctorate
Ap101252,689-63-6379,Heather Davis,1994-08-18,Female,Separated,Bachelor's Degree
Ap926196,663-35-8531,Russell Morales,1949-04-21,Other,Married,Doctorate
Ap964141,679-01-7491,John Hogan,1983-05-05,Other,Separated,High School Diploma
Ap585450,115-30-4972,Paul Turner,1958-08-01,Other,Single,Bachelor's Degree
Ap415826,104-84-0005,Daniel Chen,1979-04-13,Other,Single,Associate's Degree
Ap421638,239-78-1197,Dominic Francis,1988-07-18,Female,Widowed,Some College
Ap705605,633-93-3166,Michael Kelly,2004-02-06,Male,Single,Bachelor's Degree
Ap427359,350-83-1017,Elizabeth Hall,2002-12-18,Female,Single,Master's Degree
Ap702875,429-30-1129,Diana Gonzalez,1970-05-17,Other,Divorced,Bachelor's Degree
Ap106949,014-59-1964,Andrea Chambers,1983-08-27,Female,Widowed,Associate's Degree
Ap863185,290-24-0190,Carol Whitney,1978-02-07,Female,Widowed,Master's Degree
