Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20240821-471,,Personal,20739.0,Vacation,20.0,431-86-6063,Patricia Spears,1954-02-21,Male,Divorced,Some College,337 Robert Village Apt. 190,Williamsburgh,Oregon,16612,279-621-2826,jessica83@gmail.com,Self-Employed,Williams-Bishop LLC,4.1,17803.0,104873269,Kenneth Reynolds,Parent,508-873-1511
USLW-APP-20241204-670,2024-12-04,Personal,7121.0,Medical Expenses,57.0,365-78-3497,Jody Valentine,1987-11-19,Male,Married,Doctorate,75965 Emily Camp Suite 488,Lake Evan,Kansas,21702,+1-683-170-5412x136,gonzaleztimothy@ingram.com,Salaried,Harper-Ford Corp.,22.5,29245.0,030771244,Aaron Randall,Spouse,+1-410-337-8332x170
USLW-APP-20240615-527,2024-06-15,Small Business,366436.0,Working Capital,24.0,484-66-1252,Charles Mendoza,2003-10-27,Male,Divorced,Bachelor's Degree,4584 Booth Gateway Suite 504,,Connecticut,42553,385-912-8380x51375,cobbtonya@taylor.com,Unemployed,,0.0,0.0,013611059,Wesley Lewis DVM,Parent,224-838-7572
USLW-APP-20241213-146,2024-12-13,Personal,4351.0,Education,17.0,804-81-2428,,2004-11-08,Male,Married,High School Diploma,6466 Meyer Lodge,New Michael,Louisiana,78246,+1-436-554-8364x01625,lisabutler@hotmail.com,Salaried,"Rodriguez, Marshall and Nelson Corp.",12.9,2091.0,094692754,Daniel Wilson,Sibling,+1-085-158-2145x60066
USLW-APP-20241230-960,2024-12-30,Personal,41720.0,Vacation,37.0,205-06-6829,Kristin Johnson,2004-11-24,Female,Widowed,Doctorate,63240 Le Ridge,Jesseborough,Mississippi,84087,+1-259-863-8108x99634,todddonna@yahoo.com,Salaried,"Sanchez, Turner and Griffin Corp.",26.9,28834.0,035184153,Amy Hall,,001-024-567-4013x507
USLW-APP-20240907-130,2024-09-07,Mortgage,628282.0,Home Purchase,188.0,788-10-8874,Mary Johnson,1964-08-03,Other,Separated,Bachelor's Degree,31676 Amanda Trail Suite 935,Gutierrezberg,Michigan,54553,886.255.0725x2104,hillkrista@brown.com,Salaried,Holt-Williams Corp.,25.0,5968.0,098727094,Daniel Francis,Sibling,029-158-9602x341
USLW-APP-20240710-243,2024-07-10,Personal,27013.0,Home Improvement,28.0,280-27-9569,Lisa Cruz,1966-08-11,Male,Divorced,Associate's Degree,0536 Ian Heights,Donaldfort,Connecticut,07790,(660)527-5283x793,fgutierrez@morgan.com,Salaried,Hughes-Howard Corp.,13.5,24083.0,119483754,Steven Mendoza,Spouse,001-667-096-6605x64243
USLW-APP-20240926-981,2024-09-26,Personal,22160.0,Home Improvement,28.0,438-63-7985,Wendy Allen,,,Widowed,Associate's Degree,49050 Hayes Inlet,South Michele,Oregon,,,dperez@hotmail.com,Salaried,Zhang and Sons Corp.,26.5,19676.0,089841785,Tara Lopez,,815-813-3961x912
USLW-APP-20240612-716,2024-06-12,Personal,41838.0,Vacation,21.0,895-69-1346,Jacob Silva,2003-06-06,Male,,Some College,8117 Wayne Prairie,Lake Rebecca,Colorado,51300,119-919-6230,yvetteramos@yahoo.com,Salaried,Lopez-Richards Corp.,0.7,15010.0,017236113,Abigail Terry,Parent,001-024-111-9306x592
USLW-APP-20240526-958,2024-05-26,Personal,32568.0,Other,17.0,659-38-5161,Frank Young,1955-08-04,Female,Widowed,Doctorate,4128 Leonard Parkway,Allenville,California,47555,(985)306-8338x37776,gdavis@hotmail.com,Salaried,Miller Ltd Corp.,13.9,12863.0,045883745,Scott Mccoy,,001-051-847-0797x4503
USLW-APP-20250212-979,2025-02-12,Personal,45896.0,Other,13.0,553-18-1778,Michael Gill,1983-06-13,Female,Separated,Doctorate,7358 Jeanne Wall Suite 912,Lake Aliciaville,Rhode Island,26669,385.996.3719x35683,devans@hotmail.com,Salaried,Banks-Hamilton Corp.,29.9,12221.0,090996098,Melvin Williams,Parent,+1-864-480-1357x9201
USLW-APP-20241007-983,2024-10-07,Small Business,90907.0,Expansion,84.0,025-25-1707,Richard Underwood,1982-05-16,,Married,High School Diploma,9808 Colleen Islands,Ricardoview,Iowa,08028,(920)029-7509x3278,bryancoleman@owens.com,Salaried,Davis Inc Corp.,14.3,25120.0,,Connie Martinez,Spouse,001-209-021-2842
,2024-04-26,Personal,7322.0,Home Improvement,53.0,844-62-4725,Cynthia Weaver,2006-01-04,Other,,,9051 Victoria Mountains Suite 073,Chungburgh,Arkansas,21503,,bjohnson@powell.org,Salaried,Baker and Sons Corp.,21.5,10393.0,107610490,Donald Brown,Friend,1236419897
USLW-APP-20240912-493,2024-09-12,Small Business,64145.0,Expansion,,570-18-1301,Amber Lam,1972-04-02,Other,Separated,Bachelor's Degree,,Martinezport,Wisconsin,13044,,anthonyperry@carrillo-harper.com,Salaried,"Jefferson, White and Wolfe Corp.",3.5,6870.0,052223903,Lisa Stewart,Friend,001-411-325-7070x841
USLW-APP-20241102-945,2024-11-02,Personal,29717.0,Debt Consolidation,47.0,216-44-2209,Karen West,1949-05-17,Male,Separated,Some College,314 Ruben Glen,Johnsonton,Wisconsin,07745,+1-354-997-0002,jamesking@yahoo.com,Self-Employed,Freeman-Norris LLC,4.2,20391.0,020097491,Ashley Russell,Spouse,(236)662-7288x3964
USLW-APP-20240530-493,2024-05-30,Auto,41375.0,Refinance,32.0,124-94-5993,Angela Patton,1951-04-13,Female,Separated,Bachelor's Degree,39021 Andrew Point Apt. 265,East Erinfort,Connecticut,46175,+1-713-197-7328x430,vsanchez@gmail.com,Unemployed,,0.0,0.0,042165466,John Wilson,Sibling,(722)345-4949
USLW-APP-20250131-301,2025-01-31,Small Business,390357.0,Expansion,60.0,226-94-8111,Paul Hunter,1986-03-15,Male,Divorced,Bachelor's Degree,60436 Brenda Harbors,Seanmouth,North Carolina,87465,844-140-2568x74498,meverett@yahoo.com,Salaried,"Martinez, Rogers and Warner Corp.",28.8,22308.0,046850256,Phillip Peck,Spouse,(923)716-8255
USLW-APP-20250313-747,2025-03-13,Personal,26609.0,,25.0,201-53-2242,Nathan Conner,1960-07-25,Female,Single,Associate's Degree,6387 Brown Road Suite 353,West Angelafort,Texas,,945.808.6814x711,matatiffany@gmail.com,Salaried,Henry PLC Corp.,4.8,25862.0,094061822,Katie Schmitt,Spouse,399.025.3392x3761
USLW-APP-20241120-316,2024-11-20,Mortgage,174776.0,,313.0,118-08-4932,Monique Jarvis,1987-08-21,Female,Widowed,High School Diploma,68534 Clements River Apt. 124,Christinahaven,Vermont,23409,+1-931-019-5222x5683,brandon72@douglas.com,Salaried,Brown Inc Corp.,8.6,3588.0,010040115,Gregory Parker,Friend,+1-420-596-1732
USLW-APP-20250225-857,2025-02-25,Personal,4496.0,Debt Consolidation,51.0,297-10-1002,John Hernandez,1980-11-03,Other,Single,High School Diploma,873 Moreno Estate Suite 377,Lake Tiffanyburgh,Vermont,82142,+1-235-552-6441x40939,samuel75@kennedy.com,Salaried,Valdez-Garcia Corp.,23.4,29959.0,128530821,,Friend,(813)492-0455
USLW-APP-20240501-248,2024-05-01,Small Business,29853.0,,54.0,668-24-8847,Robert Snow,1997-06-11,Male,Divorced,Master's Degree,80033 Helen Well Suite 611,Port Marc,West Virginia,68741,356.221.2132x8161,phillipsjames@cruz.com,Salaried,Sims-Hughes Corp.,29.4,8913.0,019529624,Matthew Williams,Friend,+1-563-729-5105x210
USLW-APP-20250205-607,,Personal,15117.0,Medical Expenses,51.0,251-45-7765,Randall Hanna,1993-02-28,,Divorced,Doctorate,7726 Lewis Coves,West Michaelmouth,Michigan,32272,117-643-3417,barbara22@yahoo.com,Salaried,Phillips Group Corp.,2.0,15946.0,113929476,Robert Solis,Parent,+1-848-387-3494x428
USLW-APP-20240715-696,2024-07-15,Auto,40059.0,Refinance,63.0,851-34-8292,Zoe Schmidt,1978-10-04,Female,Married,Associate's Degree,4637 Boyd Spring Suite 217,,Colorado,38760,001-348-320-8484x5508,sarahwalker@williams.com,Salaried,"Garcia, Nguyen and Barrett Corp.",5.1,6509.0,078943319,Brandy Martin,Sibling,+1-056-911-7878x263
USLW-APP-20240927-724,2024-09-27,Personal,16221.0,Education,51.0,158-53-8505,Wanda Perez,1953-04-28,Other,Divorced,Doctorate,59035 Chavez Port,Douglastown,Alabama,29785,+1-625-098-1995x545,taylorerin@lane.info,Salaried,Trevino and Sons Corp.,27.4,20229.0,070680023,Stephanie Padilla,Sibling,+1-194-473-5139x71971
USLW-APP-20240921-472,2024-09-21,Mortgage,349156.0,Home Purchase,351.0,113-08-0148,Jerry Gomez,2001-07-23,Male,Divorced,Associate's Degree,74875 Joshua Run Suite 518,,Iowa,60660,449.074.1837x41421,deborahsmith@schroeder-goodman.org,Salaried,"Sanchez, Miller and Wilcox Corp.",1.1,,029324288,,Friend,001-872-428-1704x14877
USLW-APP-20240611-392,2024-06-11,Personal,47879.0,Debt Consolidation,14.0,145-33-0179,Carol Lang,1973-03-08,Female,Married,Some College,137 William Ville,Jonesview,Oklahoma,42661,(804)471-9430,amandamurphy@yahoo.com,Self-Employed,"Pugh, Norris and Page LLC",17.8,23690.0,013106739,Stephanie Webb,Friend,(420)751-2663x57617
USLW-APP-20241015-635,2024-10-15,Mortgage,760532.0,Refinance,198.0,380-85-4104,,1958-01-09,Male,Widowed,Doctorate,66304 Brandon Route,Meganfort,West Virginia,47949,,halledwin@gibbs.com,Hourly,"Shields, Vargas and Adams Corp.",17.5,21761.0,102387841,Adam Carrillo,Friend,(623)613-3718x0718
USLW-APP-20240815-491,2024-08-15,Small Business,495112.0,Startup Costs,48.0,362-94-7941,Daniel Braun,1972-07-19,Female,Separated,Master's Degree,52299 Miller Road,Mckenzieborough,Arkansas,30754,342-404-3297x5251,smallderek@gmail.com,Hourly,"Hicks, Kim and Brown Corp.",25.6,13769.0,064092779,Sara Davis,Parent,+1-747-858-1229
USLW-APP-20250330-642,2025-03-30,Personal,27623.0,Home Improvement,56.0,533-96-6387,John Solomon,1974-07-04,Male,Divorced,Associate's Degree,8877 Todd Lodge Suite 825,Sherryside,Oklahoma,11054,(107)954-2103x6234,,Self-Employed,Wilson Inc LLC,6.6,8838.0,,Daniel Nichols,Parent,+1-652-658-0111
USLW-APP-20250305-641,2025-03-05,Personal,42155.0,Debt Consolidation,55.0,414-59-7651,Mrs. Lindsay Stephenson DVM,1995-12-26,Other,Separated,Doctorate,40487 Johnson Isle Suite 752,Port Matthew,Louisiana,51736,5896209055,kellydavid@gmail.com,Salaried,Fischer and Sons Corp.,16.9,,031803182,Jeremy Martinez,Parent,679.606.9143
USLW-APP-20241208-246,2024-12-08,Personal,42934.0,Home Improvement,20.0,864-01-8779,Amanda Spence,1975-08-24,Male,Separated,Bachelor's Degree,18024 Peters Corners,Leslietown,Rhode Island,,(916)708-2369,robertkidd@hotmail.com,Self-Employed,"Garcia, Pacheco and Anderson LLC",5.3,10810.0,109889944,Nicole Mcdaniel,Parent,(955)467-9169x552
USLW-APP-20241216-125,2024-12-16,Auto,27979.0,Refinance,68.0,681-27-1837,Andrea Zamora,1949-09-19,Other,Separated,Associate's Degree,3293 Paige Locks,Mcintoshchester,,79811,397-620-4094x3876,calexander@hotmail.com,Salaried,Sosa Group Corp.,23.3,15184.0,085692284,Jenny Wilson,Parent,001-139-861-4853
,2024-05-22,Auto,47164.0,New Car Purchase,65.0,031-35-1687,Gregory Gilbert,1988-01-31,Female,Divorced,Bachelor's Degree,6968 Lawrence Green Suite 096,Cohenmouth,Virginia,86916,657-200-6993x35574,cindy82@gmail.com,Salaried,Cunningham LLC Corp.,12.6,5614.0,061495191,Valerie Reynolds,Parent,891.470.9237
USLW-APP-20241218-266,2024-12-18,Small Business,329858.0,Expansion,,244-69-6622,Taylor Fields,1997-04-01,Male,Separated,Associate's Degree,0313 Gail Glens Apt. 148,South Jessicabury,North Carolina,75951,+1-722-966-0774x188,joseph56@hotmail.com,Self-Employed,Gibbs-Maynard LLC,2.9,19532.0,108561522,Chase Weber,,(991)936-7713x0297
USLW-APP-20250118-327,2025-01-18,Personal,34553.0,Debt Consolidation,28.0,885-73-3783,Natasha Mcclain,,Male,Married,Master's Degree,535 Jones Prairie Apt. 338,Jillmouth,Wisconsin,49076,(700)895-8714x110,ashley35@hotmail.com,Salaried,"Thompson, Nelson and White Corp.",16.0,14665.0,042572716,Jerry Smith,Sibling,613.219.6705
,2025-01-06,Personal,28480.0,Debt Consolidation,47.0,145-23-0416,Sandra Russell,1956-03-13,,,Master's Degree,2441 Bates Prairie Suite 793,Port Jeffrey,West Virginia,38125,693-795-5212,osbornejohn@hotmail.com,Salaried,Contreras PLC Corp.,29.7,29061.0,114917526,Christopher Johnson,Parent,(188)492-9063x59784
USLW-APP-20240720-637,2024-07-20,Personal,6521.0,Home Improvement,21.0,776-69-9772,Gwendolyn Larson,1985-05-03,Female,Single,Some College,41288 Crawford Club,Lake Micheleville,Nevada,70269,+1-143-041-9964x75758,nmoody@collins-ray.biz,Self-Employed,Wong and Sons LLC,,21531.0,061636879,Carolyn Russo,Spouse,377.150.6732x291
USLW-APP-20240811-574,2024-08-11,Small Business,118209.0,Expansion,77.0,466-72-6418,John Williams,1954-04-28,Female,Separated,Master's Degree,8285 Rodriguez Loaf,Williamsonshire,Florida,14619,+1-522-592-4542x00424,samanthacombs@lopez.com,Salaried,Cantrell-Sawyer Corp.,12.2,13545.0,014815320,Michael Ortega,Spouse,001-170-661-4529
USLW-APP-20250402-875,2025-04-02,,,Debt Consolidation,15.0,116-23-8250,Kaylee Greer,1961-09-13,Female,Divorced,High School Diploma,727 Davis Village,Cohenmouth,Ohio,,(713)063-7142,hosborne@smith.org,Self-Employed,Waller-Carson LLC,7.7,17340.0,021737679,Lisa Villegas,Sibling,+1-748-241-6166
USLW-APP-20250119-221,2025-01-19,Mortgage,395134.0,Refinance,249.0,587-80-5246,,1969-03-21,Female,Single,High School Diploma,92680 Lamb Union Apt. 420,Stevenville,,45848,775.773.7228x8694,aaron82@gmail.com,Self-Employed,Smith Ltd LLC,2.2,24806.0,010093971,Elizabeth Bartlett,Friend,+1-988-910-3500x1341
USLW-APP-20240625-194,2024-06-25,Personal,23331.0,Vacation,22.0,292-43-4266,Mary Martinez,1961-07-23,Female,Single,Master's Degree,5035 Kelly Points Suite 649,Port Jerryburgh,Montana,78232,6212226150,thompsonstephanie@miller.com,Self-Employed,Wiley-Larson LLC,19.4,4208.0,,Cynthia Morris,Parent,4176356080
USLW-APP-20240429-520,2024-04-29,Personal,,Education,39.0,618-99-6317,Travis Lane,1977-04-25,Female,Divorced,High School Diploma,42594 Deanna Bypass Suite 959,Port Ericview,West Virginia,24949,6299146400,ihoffman@yahoo.com,Salaried,Shah-Carter Corp.,,17971.0,075730486,Christopher Gibson,Parent,828.086.0830
USLW-APP-20250215-216,2025-02-15,Personal,7995.0,Debt Consolidation,42.0,822-40-5008,Michael Dillon,,Male,Divorced,Doctorate,5590 Smith Parkway,Port Zachary,Montana,85128,476.086.3153,thomassmith@garza.org,Salaried,"Jensen, Le and Morse Corp.",17.4,28562.0,017000569,Leah Newton,Parent,404.696.6484x012
USLW-APP-20240618-655,2024-06-18,Small Business,284032.0,Working Capital,70.0,210-22-3894,Natalie Ortega,1965-11-06,,Widowed,,,Perkinsberg,Oregon,30758,397.207.4776,jacobsongabrielle@carr-smith.com,Salaried,Rowe-Dougherty Corp.,20.4,4556.0,124990847,Julia Armstrong,Sibling,(485)088-3637x30041
USLW-APP-20241214-132,2024-12-14,Auto,47314.0,New Car Purchase,48.0,298-83-8744,Nancy Henderson,1971-05-16,Other,Single,High School Diploma,045 Thompson Harbors Apt. 723,East Lauramouth,Arkansas,64930,666.047.0077,brandybarnett@yahoo.com,Salaried,"Mason, Arnold and Hamilton Corp.",23.2,21369.0,115318629,Cory King,Friend,929-502-8191
USLW-APP-20250320-984,2025-03-20,Small Business,270451.0,Expansion,42.0,638-04-4597,Kristina Ferguson,2002-03-08,,Single,Bachelor's Degree,19458 Gregory Shores Apt. 217,Port Edward,Iowa,28120,(410)533-1957,carroyo@jones.com,Salaried,Miller-Hernandez Corp.,25.9,13863.0,101618362,Karen Keller,Sibling,(218)152-6125
USLW-APP-20250128-776,2025-01-28,Mortgage,830203.0,Home Purchase,189.0,680-79-1777,JOHNNY CLARKE,1983-10-27,Female,Divorced,Master's Degree,8123 Angela Trafficway Suite 780,Gallagherfurt,Rhode Island,52192,359.693.5648,wmorris@jones.com,Retired,,0.0,0.0,110036401,Billy Martinez,Sibling,009-803-5415
USLW-APP-20240819-692,2024-08-19,Personal,12568.0,Medical Expenses,38.0,702-70-2830,,2003-03-24,Female,Widowed,Bachelor's Degree,5268 Delgado Lodge Apt. 854,East Joshuaborough,Oklahoma,40426,,hayley00@yahoo.com,Salaried,Houston-Rodriguez Corp.,16.9,27695.0,098933260,Chris Mcdonald,Parent,472-713-2421x9336
USLW-APP-20250310-794,2025-03-10,Small Business,400092.0,Equipment Purchase,,792-82-9775,Kevin Lambert,1958-06-15,Male,Married,Some College,9254 Spence Burgs,Jenniferstad,New Mexico,31778,+1-270-751-9757,boydjennifer@gmail.com,Self-Employed,Burns-Dodson LLC,15.6,15794.0,090911455,Joseph Hopkins,Parent,825-569-4482
USLW-APP-20240627-351,2024-06-27,Personal,3434.0,Education,27.0,859-90-1181,Robert Martinez,1967-01-10,Male,Divorced,Bachelor's Degree,3297 David Landing Apt. 067,,Florida,,(578)860-1164,nelsonkrista@cisneros.org,Salaried,"Simmons, Kirby and Stevens Corp.",6.5,28471.0,087325407,Charles Scott,,9050773553
USLW-APP-20250209-294,2025-02-09,Mortgage,961299.0,Home Purchase,357.0,091-72-4143,DAVID HOLT,2001-11-01,Other,Separated,Some College,7380 Michelle Plains,East Williamland,Kansas,67936,560.904.0787x01836,mckenzie85@ramirez.com,Hourly,Hendricks Ltd Corp.,7.4,27098.0,100083338,Robert Arnold,Sibling,001-470-282-1249x169
USLW-APP-20240816-996,2024-08-16,Small Business,218734.0,Working Capital,75.0,517-88-7693,Ann Douglas,1964-10-11,Other,Single,Master's Degree,80183 Holt Oval Apt. 307,Morrisland,Kansas,02308,(844)418-1771,aaron02@hotmail.com,Salaried,"Lee, Greene and Blackburn Corp.",12.8,11917.0,049745261,Heather Knight,Sibling,+1-264-757-3752
USLW-APP-20240613-852,2024-06-13,Personal,32244.0,Education,17.0,226-74-6922,Alison Johnson,1980-01-17,Female,Single,Master's Degree,98684 Hurst Harbor Suite 050,West Malik,North Carolina,47002,+1-593-538-5754x26280,ebrowning@gmail.com,Salaried,Andersen and Sons Corp.,26.1,2856.0,,Derrick Hernandez,Sibling,001-293-397-9976x622
USLW-APP-20240807-412,2024-08-07,Personal,43344.0,Home Improvement,56.0,866-40-2223,Paul Wong,2001-03-24,Male,Single,Doctorate,48633 Gary Way Suite 773,East Dianemouth,Washington,67462,+1-977-399-3447x05883,michelle43@mcdonald-clark.net,Salaried,"Duke, Johnston and Nguyen Corp.",27.3,3495.0,103172835,Lindsay Frank,Parent,7769513782
USLW-APP-20250301-499,2025-03-01,Personal,20073.0,Other,53.0,236-21-7932,Joel Owens,1983-08-24,Other,Widowed,Some College,2875 Patricia Viaduct Suite 317,Nicolestad,Ohio,27531,820.788.0952x074,thompsonbrian@myers.com,Self-Employed,Lewis Inc LLC,13.2,12492.0,079667393,Sarah Thompson,Spouse,(874)005-8208
USLW-APP-20250226-307,2025-02-26,Small Business,354850.0,Expansion,49.0,007-99-4865,Cynthia Pierce,2000-06-03,Female,Married,Doctorate,383 Amber Ferry,Port Carly,Nevada,75286,001-677-128-4814x56375,reginamcdaniel@gmail.com,Unemployed,,0.0,0.0,113013984,Michelle Richardson,Sibling,+1-386-422-8026x054
USLW-APP-20240910-478,2024-09-10,Personal,27643.0,Debt Consolidation,24.0,527-70-7970,Paula Castillo,1977-12-05,Female,Married,High School Diploma,36883 Howell Brook,Joshuahaven,Iowa,12908,7518244508,franciscocraig@freeman-quinn.biz,Retired,,0.0,0.0,110301411,Robert Garcia,Sibling,132-555-1405x80261
,2024-12-13,,989027.0,,340.0,870-93-3649,Julie Brown,1969-07-16,,Separated,Some College,796 Walters Road,Aliberg,Alaska,22762,549-857-4116x105,curtisroy@hotmail.com,Self-Employed,Collins PLC LLC,9.2,4700.0,121148854,Kendra Chase,Friend,902.136.7246x7859
USLW-APP-20241226-787,,Personal,48595.0,Education,38.0,002-16-0814,Javier Hall MD,1996-12-24,Other,Married,High School Diploma,295 James Underpass,Zavalatown,Iowa,63378,001-972-801-7014,lisabrown@hotmail.com,Salaried,"Arnold, Butler and Smith Corp.",5.6,10307.0,027406768,Adam Hester,Sibling,(643)989-0962x7902
USLW-APP-20240509-180,2024-05-09,Small Business,373838.0,Working Capital,57.0,562-93-5171,Jennifer Douglas,1968-12-21,Female,Separated,Some College,28851 Martinez Park,Humphreyfurt,Nevada,36596,(054)813-7160,zmiller@collins.com,Salaried,White-Hanson Corp.,0.9,13166.0,072698990,Rebecca Carson,Sibling,001-525-001-9759
USLW-APP-20241129-614,2024-11-29,Personal,15012.0,Home Improvement,15.0,169-45-0248,Sara Ward,1950-07-07,Male,Divorced,Associate's Degree,924 Clark Villages,North Susan,Nebraska,54720,+14372417935x2434,,Salaried,Ward Group Corp.,14.0,15017.0,068283720,Dylan Harris,Spouse,001-098-785-0900x279
USLW-APP-20250214-429,2025-02-14,Small Business,294562.0,Equipment Purchase,66.0,535-35-5336,Betty White,1999-06-24,Other,Single,Master's Degree,8565 Linda Ranch,,South Carolina,50672,+1-877-249-0031,wilsonbrandon@hotmail.com,Self-Employed,Walsh-Rodriguez LLC,6.8,24186.0,011041171,Justin Williams,Friend,(841)773-0279
USLW-APP-20240413-364,2024-04-13,Small Business,486216.0,Expansion,47.0,097-79-1315,,1979-12-12,Other,Divorced,Associate's Degree,3329 Morrison Ford Apt. 374,South Amandaland,North Carolina,54534,383-796-6275x365,ngonzalez@jacobs.com,Self-Employed,"Strickland, Wilson and Calhoun LLC",1.9,19754.0,059137911,Rachel Salazar,Parent,001-125-669-7961x671
USLW-APP-20240711-392,2024-07-11,Personal,13798.0,Vacation,49.0,622-46-2787,Judy Larsen,,Male,,Bachelor's Degree,84541 Pope Via,Lake Elizabeth,Oregon,79017,506.104.1445,elizabethtran@singh-young.biz,Salaried,"Bradley, Holmes and Chung Corp.",23.0,3481.0,082722869,Joseph Winters,Sibling,001-147-306-5380x5299
USLW-APP-20241108-648,2024-11-08,Personal,3448.0,Debt Consolidation,33.0,776-33-0789,Matthew Long,1977-05-02,Other,Separated,Bachelor's Degree,,Gregorybury,Oregon,44747,(476)147-3752x4937,oturner@hawkins.com,Salaried,"Trujillo, Holland and Marshall Corp.",15.2,17886.0,022829829,Jacqueline Morgan,Spouse,879.493.8025x775
USLW-APP-20241209-794,2024-12-09,Personal,39823.0,Debt Consolidation,59.0,386-44-7406,Matthew Wagner,1952-07-03,Female,Separated,Doctorate,7590 Amy Lights,East Destinymouth,Hawaii,49844,6453750128,andre50@hobbs.com,Salaried,Vasquez-Haas Corp.,12.2,3660.0,127897840,Stephanie Lang,Sibling,(993)133-4062x790
USLW-APP-20241210-128,2024-12-10,Small Business,22228.0,Working Capital,24.0,536-02-8624,John Hernandez,1980-12-22,Other,Divorced,High School Diploma,57983 Wayne Plains,Vasquezshire,Hawaii,,6039433637,amanda43@gmail.com,Salaried,"Horn, Turner and Hardy Corp.",12.2,18339.0,022632401,Diana Taylor,Sibling,152-317-9487x73582
USLW-APP-20250110-800,2025-01-10,Personal,8152.0,Home Improvement,54.0,550-25-4271,Alejandra Lopez,1964-02-10,,Separated,High School Diploma,0408 Jones Court Apt. 072,Kelleyport,Wisconsin,76474,+1-366-065-5715x3724,thomas11@gmail.com,Salaried,Douglas-Baker Corp.,12.1,24115.0,012060232,Billy Daniel,Friend,001-296-544-8343x961
USLW-APP-20241126-697,2024-11-26,,233966.0,Expansion,45.0,277-17-9788,Tammie Smith,2002-06-09,Female,Widowed,Bachelor's Degree,432 White Fork Apt. 639,Colehaven,Texas,99364,001-454-510-0431x097,ronaldbishop@yahoo.com,Salaried,"Odom, Sanchez and Hall Corp.",22.6,15889.0,118249397,Cristina Dillon,Parent,840-085-1252x97774
USLW-APP-20240601-644,2024-06-01,Personal,1378.0,,16.0,390-17-1615,James Trujillo,1979-07-01,,Separated,Associate's Degree,2728 Burns Oval,Weststad,Illinois,72660,,,Salaried,,28.4,29774.0,013844392,Daniel Hall,Spouse,824-773-6298x16334
USLW-APP-20240927-637,2024-09-27,Personal,24685.0,Education,22.0,321-87-9074,Chelsea Smith,1999-01-20,Female,Separated,Doctorate,9368 John Highway,Nicolehaven,Michigan,72611,6746509873,janet61@hotmail.com,Salaried,"Terry, Thomas and Fisher Corp.",21.4,3644.0,053114338,Brandon Smith,Spouse,848-037-1529x40594
USLW-APP-20240623-471,2024-06-23,Mortgage,305413.0,Home Purchase,,098-27-9861,Michael Smith,2001-08-18,Female,Separated,Bachelor's Degree,620 Ward Glen Apt. 836,,Arkansas,06065,560-238-5388,robinsonwendy@yahoo.com,Salaried,Miller-Singleton Corp.,5.3,17313.0,027347717,Matthew Lane,Parent,001-754-705-1598x6776
USLW-APP-20241228-899,2024-12-28,Auto,65634.0,Refinance,51.0,171-76-1826,Michael Smith,1968-02-12,Other,Separated,Doctorate,10852 Robert Square Suite 765,South Willieport,Oregon,42301,013.954.2850x820,tnorman@yahoo.com,Salaried,Carey Ltd Corp.,29.4,20669.0,118439453,Kevin Pratt,Spouse,5949676366
USLW-APP-20240913-332,2024-09-13,Personal,29621.0,Medical Expenses,39.0,384-04-1711,Ashley Stewart,1973-03-29,Other,Widowed,Bachelor's Degree,89477 Castillo Flat Suite 687,West Nicholasstad,Rhode Island,68108,8618445268,johnsantiago@cabrera-vazquez.com,,"Burton, Lambert and Alvarez Corp.",27.1,19437.0,127361266,Diana Higgins,Friend,+1-452-554-7000x31819
USLW-APP-20241205-668,2024-12-05,Personal,29912.0,Debt Consolidation,28.0,085-43-6361,Jennifer Reynolds,1987-03-07,Female,Single,High School Diploma,3960 Pittman Meadows Apt. 072,New Paula,Iowa,25058,,skinnermichael@reynolds.com,Self-Employed,Bell-Torres LLC,5.5,23509.0,070147786,Tami Tyler,Spouse,455.456.0126
USLW-APP-20250119-811,2025-01-19,,410326.0,Working Capital,28.0,046-09-3019,Yolanda Andrews MD,1952-08-02,Other,Single,Bachelor's Degree,421 Dana Extension,Wilsonmouth,Virginia,91692,(945)506-7056x14875,cookthomas@gmail.com,Salaried,Deleon LLC Corp.,8.7,7633.0,095852373,Michael Gonzales,Sibling,
USLW-APP-20250226-883,2025-02-26,Auto,73602.0,Refinance,26.0,423-99-8031,Jessica Velez,1965-07-20,Female,Separated,Doctorate,088 Diane Shore Suite 039,Lake Amber,Wisconsin,78109,(034)513-9542,emilymorales@gmail.com,Self-Employed,"Freeman, Wilson and Chambers LLC",11.1,3482.0,066954831,Kathleen Fletcher,Sibling,+1-214-125-8496x62269
USLW-APP-20240727-814,2024-07-27,Personal,14838.0,Vacation,28.0,320-84-9842,Stephen Bennett,1999-09-15,Other,Married,Associate's Degree,822 Alexis Road,Jessicashire,Alabama,32530,(088)471-6295x0922,robertsjonathan@barry.org,Self-Employed,Burke-Hayes LLC,14.6,5923.0,089299007,Philip Carter,Friend,(324)848-0970
